po_id,supplier_id,product_id,department,order_date,promised_date,actual_delivery_date,ordered_qty,received_qty,ordered_cost,on_time_flag,in_full_flag,otif_flag
PO00243,SUP01,SKU0007,Womenswear,2026-05-04,2026-05-25,2026-05-22,171,169,2144.34,True,True,True
PO00244,SUP01,SKU0007,Womenswear,2026-05-25,2026-06-15,2026-06-07,149,149,1868.46,True,True,True
PO00245,SUP01,SKU0007,Womenswear,2026-06-15,2026-07-06,2026-06-30,166,164,2081.64,True,True,True
PO00246,SUP01,SKU0008,Womenswear,2024-07-01,2024-07-22,2024-07-12,181,175,1938.51,True,True,True
PO00247,SUP01,SKU0008,Womenswear,2024-07-22,2024-08-12,2024-08-14,209,208,2238.39,False,True,False
PO00248,SUP01,SKU0008,Womenswear,2024-08-12,2024-09-02,2024-08-27,228,222,2441.88,True,True,True
PO00249,SUP01,SKU0008,Womenswear,2024-09-02,2024-09-23,2024-09-21,211,211,2259.81,True,True,True
PO00250,SUP01,SKU0008,Womenswear,2024-09-23,2024-10-14,2024-10-12,166,165,1777.86,True,True,True
PO00251,SUP01,SKU0008,Womenswear,2024-10-14,2024-11-04,2024-11-04,170,164,1820.7,True,True,True
PO00252,SUP01,SKU0008,Womenswear,2024-11-04,2024-11-25,2024-11-25,204,204,2184.84,True,True,True
PO00253,SUP01,SKU0008,Womenswear,2024-11-25,2024-12-16,2024-12-07,202,200,2163.42,True,True,True
PO00254,SUP01,SKU0008,Womenswear,2024-12-16,2025-01-06,2025-01-09,222,221,2377.62,False,True,False
PO00255,SUP01,SKU0008,Womenswear,2025-01-06,2025-01-27,2025-01-21,216,214,2313.36,True,True,True
PO00256,SUP01,SKU0008,Womenswear,2025-01-27,2025-02-17,2025-02-11,227,227,2431.17,True,True,True
PO00257,SUP01,SKU0008,Womenswear,2025-02-17,2025-03-10,2025-03-10,232,226,2484.72,True,True,True
PO00258,SUP01,SKU0008,Womenswear,2025-03-10,2025-03-31,2025-03-31,180,179,1927.8,True,True,True
PO00259,SUP01,SKU0008,Womenswear,2025-03-31,2025-04-21,2025-04-21,172,172,1842.12,True,True,True
PO00260,SUP01,SKU0008,Womenswear,2025-04-21,2025-05-12,2025-05-11,162,156,1735.02,True,True,True
PO00261,SUP01,SKU0008,Womenswear,2025-05-12,2025-06-02,2025-05-29,157,152,1681.47,True,True,True
PO00262,SUP01,SKU0008,Womenswear,2025-06-02,2025-06-23,2025-06-26,211,211,2259.81,False,True,False
PO00263,SUP01,SKU0008,Womenswear,2025-06-23,2025-07-14,2025-07-15,225,223,2409.75,False,True,False
PO00264,SUP01,SKU0008,Womenswear,2025-07-14,2025-08-04,2025-07-29,167,166,1788.57,True,True,True
PO00265,SUP01,SKU0008,Womenswear,2025-08-04,2025-08-25,2025-08-18,195,193,2088.45,True,True,True
PO00266,SUP01,SKU0008,Womenswear,2025-08-25,2025-09-15,2025-09-18,157,157,1681.47,False,True,False
PO00267,SUP01,SKU0008,Womenswear,2025-09-15,2025-10-06,2025-10-04,165,163,1767.15,True,True,True
PO00268,SUP01,SKU0008,Womenswear,2025-10-06,2025-10-27,2025-10-21,197,195,2109.87,True,True,True
PO00269,SUP01,SKU0008,Womenswear,2025-10-27,2025-11-17,2025-11-10,159,159,1702.89,True,True,True
PO00270,SUP01,SKU0008,Womenswear,2025-11-17,2025-12-08,2025-11-29,207,205,2216.97,True,True,True
PO00271,SUP01,SKU0008,Womenswear,2025-12-08,2025-12-29,2025-12-29,202,202,2163.42,True,True,True
PO00272,SUP01,SKU0008,Womenswear,2025-12-29,2026-01-19,2026-01-14,175,170,1874.25,True,True,True
PO00273,SUP01,SKU0008,Womenswear,2026-01-19,2026-02-09,2026-02-08,186,186,1992.06,True,True,True
PO00274,SUP01,SKU0008,Womenswear,2026-02-09,2026-03-02,2026-02-27,200,194,2142.0,True,True,True
PO00275,SUP01,SKU0008,Womenswear,2026-03-02,2026-03-23,2026-03-21,188,186,2013.48,True,True,True
PO00276,SUP01,SKU0008,Womenswear,2026-03-23,2026-04-13,2026-04-11,218,214,2334.78,True,True,True
PO00277,SUP01,SKU0008,Womenswear,2026-04-13,2026-05-04,2026-05-03,163,160,1745.73,True,True,True
PO00278,SUP01,SKU0008,Womenswear,2026-05-04,2026-05-25,2026-05-23,209,203,2238.39,True,True,True
PO00279,SUP01,SKU0008,Womenswear,2026-05-25,2026-06-15,2026-06-17,169,164,1809.99,False,True,False
PO00280,SUP01,SKU0008,Womenswear,2026-06-15,2026-07-06,2026-06-27,192,190,2056.32,True,True,True
PO00281,SUP01,SKU0009,Womenswear,2024-07-01,2024-07-22,2024-07-19,99,99,1222.65,True,True,True
PO00282,SUP01,SKU0009,Womenswear,2024-07-22,2024-08-12,2024-08-11,114,114,1407.9,True,True,True
PO00283,SUP01,SKU0009,Womenswear,2024-08-12,2024-09-02,2024-08-29,88,86,1086.8,True,True,True
PO00284,SUP01,SKU0009,Womenswear,2024-09-02,2024-09-23,2024-09-19,117,117,1444.95,True,True,True
PO00285,SUP01,SKU0009,Womenswear,2024-09-23,2024-10-14,2024-10-10,115,115,1420.25,True,True,True
PO00286,SUP01,SKU0009,Womenswear,2024-10-14,2024-11-04,2024-11-07,99,98,1222.65,False,True,False
PO00287,SUP01,SKU0009,Womenswear,2024-11-04,2024-11-25,2024-11-24,100,100,1235.0,True,True,True
PO00288,SUP01,SKU0009,Womenswear,2024-11-25,2024-12-16,2024-12-11,108,108,1333.8,True,True,True
PO00289,SUP01,SKU0009,Womenswear,2024-12-16,2025-01-06,2025-01-02,123,123,1519.05,True,True,True
PO00290,SUP01,SKU0009,Womenswear,2025-01-06,2025-01-27,2025-01-25,99,98,1222.65,True,True,True
PO00291,SUP01,SKU0009,Womenswear,2025-01-27,2025-02-17,2025-02-16,90,86,1111.5,True,True,True
PO00292,SUP01,SKU0009,Womenswear,2025-02-17,2025-03-10,2025-03-04,124,120,1531.4,True,True,True
PO00293,SUP01,SKU0009,Womenswear,2025-03-10,2025-03-31,2025-03-29,115,113,1420.25,True,True,True
PO00294,SUP01,SKU0009,Womenswear,2025-03-31,2025-04-21,2025-04-14,92,91,1136.2,True,True,True
PO00295,SUP01,SKU0009,Womenswear,2025-04-21,2025-05-12,2025-05-09,103,102,1272.05,True,True,True
PO00296,SUP01,SKU0009,Womenswear,2025-05-12,2025-06-02,2025-06-02,104,103,1284.4,True,True,True
PO00297,SUP01,SKU0009,Womenswear,2025-06-02,2025-06-23,2025-06-14,104,103,1284.4,True,True,True
PO00298,SUP01,SKU0009,Womenswear,2025-06-23,2025-07-14,2025-07-11,96,95,1185.6,True,True,True
PO00299,SUP01,SKU0009,Womenswear,2025-07-14,2025-08-04,2025-08-04,121,118,1494.35,True,True,True
PO00300,SUP01,SKU0009,Womenswear,2025-08-04,2025-08-25,2025-08-19,124,123,1531.4,True,True,True
PO00301,SUP01,SKU0009,Womenswear,2025-08-25,2025-09-15,2025-09-11,96,91,1185.6,True,False,False
PO00302,SUP01,SKU0009,Womenswear,2025-09-15,2025-10-06,2025-10-01,119,117,1469.65,True,True,True
PO00303,SUP01,SKU0009,Womenswear,2025-10-06,2025-10-27,2025-10-25,90,89,1111.5,True,True,True
PO00304,SUP01,SKU0009,Womenswear,2025-10-27,2025-11-17,2025-11-12,119,116,1469.65,True,True,True
PO00305,SUP01,SKU0009,Womenswear,2025-11-17,2025-12-08,2025-11-30,96,96,1185.6,True,True,True
PO00306,SUP01,SKU0009,Womenswear,2025-12-08,2025-12-29,2025-12-26,115,115,1420.25,True,True,True
PO00307,SUP01,SKU0009,Womenswear,2025-12-29,2026-01-19,2026-01-23,123,121,1519.05,False,True,False
PO00308,SUP01,SKU0009,Womenswear,2026-01-19,2026-02-09,2026-02-07,88,86,1086.8,True,True,True
PO00309,SUP01,SKU0009,Womenswear,2026-02-09,2026-03-02,2026-03-01,91,91,1123.85,True,True,True
PO00310,SUP01,SKU0009,Womenswear,2026-03-02,2026-03-23,2026-03-23,94,94,1160.9,True,True,True
PO00311,SUP01,SKU0009,Womenswear,2026-03-23,2026-04-13,2026-04-07,120,120,1482.0,True,True,True
PO00312,SUP01,SKU0009,Womenswear,2026-04-13,2026-05-04,2026-04-25,94,93,1160.9,True,True,True
PO00313,SUP01,SKU0009,Womenswear,2026-05-04,2026-05-25,2026-05-23,123,121,1519.05,True,True,True
PO00314,SUP01,SKU0009,Womenswear,2026-05-25,2026-06-15,2026-06-18,105,104,1296.75,False,True,False
PO00315,SUP01,SKU0009,Womenswear,2026-06-15,2026-07-06,2026-07-03,106,105,1309.1,True,True,True
PO00316,SUP01,SKU0010,Womenswear,2024-07-01,2024-07-22,2024-07-21,89,89,847.28,True,True,True
PO00317,SUP01,SKU0010,Womenswear,2024-07-22,2024-08-12,2024-08-11,124,124,1180.48,True,True,True
PO00318,SUP01,SKU0010,Womenswear,2024-08-12,2024-09-02,2024-08-30,92,92,875.84,True,True,True
PO00319,SUP01,SKU0010,Womenswear,2024-09-02,2024-09-23,2024-09-21,88,88,837.76,True,True,True
PO00320,SUP01,SKU0010,Womenswear,2024-09-23,2024-10-14,2024-10-15,109,108,1037.68,False,True,False
PO00321,SUP01,SKU0010,Womenswear,2024-10-14,2024-11-04,2024-11-03,106,100,1009.12,True,False,False
PO00322,SUP01,SKU0010,Womenswear,2024-11-04,2024-11-25,2024-11-10,118,114,1123.36,True,True,True
PO00323,SUP01,SKU0010,Womenswear,2024-11-25,2024-12-16,2024-12-15,90,88,856.8,True,True,True
PO00324,SUP01,SKU0010,Womenswear,2024-12-16,2025-01-06,2025-01-07,86,85,818.72,False,True,False
PO00325,SUP01,SKU0010,Womenswear,2025-01-06,2025-01-27,2025-01-24,110,110,1047.2,True,True,True
PO00326,SUP01,SKU0010,Womenswear,2025-01-27,2025-02-17,2025-02-15,92,90,875.84,True,True,True
PO00327,SUP01,SKU0010,Womenswear,2025-02-17,2025-03-10,2025-03-07,110,107,1047.2,True,True,True
PO00328,SUP01,SKU0010,Womenswear,2025-03-10,2025-03-31,2025-03-26,95,95,904.4,True,True,True
PO00329,SUP01,SKU0010,Womenswear,2025-03-31,2025-04-21,2025-04-18,89,88,847.28,True,True,True
PO00330,SUP01,SKU0010,Womenswear,2025-04-21,2025-05-12,2025-05-12,100,98,952.0,True,True,True
PO00331,SUP01,SKU0010,Womenswear,2025-05-12,2025-06-02,2025-06-02,114,112,1085.28,True,True,True
PO00332,SUP01,SKU0010,Womenswear,2025-06-02,2025-06-23,2025-06-22,109,109,1037.68,True,True,True
PO00333,SUP01,SKU0010,Womenswear,2025-06-23,2025-07-14,2025-07-12,98,98,932.96,True,True,True
PO00334,SUP01,SKU0010,Womenswear,2025-07-14,2025-08-04,2025-08-04,119,115,1132.88,True,True,True
PO00335,SUP01,SKU0010,Womenswear,2025-08-04,2025-08-25,2025-08-21,121,119,1151.92,True,True,True
PO00336,SUP01,SKU0010,Womenswear,2025-08-25,2025-09-15,2025-09-17,96,96,913.92,False,True,False
PO00337,SUP01,SKU0010,Womenswear,2025-09-15,2025-10-06,2025-10-03,115,114,1094.8,True,True,True
PO00338,SUP01,SKU0010,Womenswear,2025-10-06,2025-10-27,2025-10-25,114,113,1085.28,True,True,True
PO00339,SUP01,SKU0010,Womenswear,2025-10-27,2025-11-17,2025-11-14,101,99,961.52,True,True,True
PO00340,SUP01,SKU0010,Womenswear,2025-11-17,2025-12-08,2025-12-08,101,100,961.52,True,True,True
PO00341,SUP01,SKU0010,Womenswear,2025-12-08,2025-12-29,2025-12-29,87,86,828.24,True,True,True
PO00342,SUP01,SKU0010,Womenswear,2025-12-29,2026-01-19,2026-01-18,111,108,1056.72,True,True,True
PO00343,SUP01,SKU0010,Womenswear,2026-01-19,2026-02-09,2026-02-05,92,89,875.84,True,True,True
PO00344,SUP01,SKU0010,Womenswear,2026-02-09,2026-03-02,2026-02-24,94,93,894.88,True,True,True
PO00345,SUP01,SKU0010,Womenswear,2026-03-02,2026-03-23,2026-03-19,95,95,904.4,True,True,True
PO00346,SUP01,SKU0010,Womenswear,2026-03-23,2026-04-13,2026-04-12,112,112,1066.24,True,True,True
PO00347,SUP01,SKU0010,Womenswear,2026-04-13,2026-05-04,2026-04-24,106,104,1009.12,True,True,True
PO00348,SUP01,SKU0010,Womenswear,2026-05-04,2026-05-25,2026-05-23,109,108,1037.68,True,True,True
PO00349,SUP01,SKU0010,Womenswear,2026-05-25,2026-06-15,2026-06-16,97,96,923.44,False,True,False
PO00350,SUP01,SKU0010,Womenswear,2026-06-15,2026-07-06,2026-07-05,112,110,1066.24,True,True,True
PO00351,SUP02,SKU0011,Kidswear,2024-07-01,2024-07-29,2024-07-29,258,253,2004.66,True,True,True
PO00352,SUP02,SKU0011,Kidswear,2024-07-22,2024-08-19,2024-08-19,264,258,2051.28,True,True,True
PO00353,SUP02,SKU0011,Kidswear,2024-08-12,2024-09-09,2024-09-09,229,227,1779.33,True,True,True
PO00354,SUP02,SKU0011,Kidswear,2024-09-02,2024-09-30,2024-09-24,210,206,1631.7,True,True,True
PO00355,SUP02,SKU0011,Kidswear,2024-09-23,2024-10-21,2024-10-15,263,262,2043.51,True,True,True
PO00356,SUP02,SKU0011,Kidswear,2024-10-14,2024-11-11,2024-11-08,247,245,1919.19,True,True,True
PO00357,SUP02,SKU0011,Kidswear,2024-11-04,2024-12-02,2024-11-25,223,223,1732.71,True,True,True
PO00358,SUP02,SKU0011,Kidswear,2024-11-25,2024-12-23,2024-12-22,238,236,1849.26,True,True,True
PO00359,SUP02,SKU0011,Kidswear,2024-12-16,2025-01-13,2025-01-10,232,232,1802.64,True,True,True
PO00360,SUP02,SKU0011,Kidswear,2025-01-06,2025-02-03,2025-02-03,253,248,1965.81,True,True,True
PO00361,SUP02,SKU0011,Kidswear,2025-01-27,2025-02-24,2025-02-18,180,179,1398.6,True,True,True
PO00362,SUP02,SKU0011,Kidswear,2025-02-17,2025-03-17,2025-03-14,255,252,1981.35,True,True,True
PO00363,SUP02,SKU0011,Kidswear,2025-03-10,2025-04-07,2025-04-04,190,184,1476.3,True,True,True
PO00364,SUP02,SKU0011,Kidswear,2025-03-31,2025-04-28,2025-04-26,197,197,1530.69,True,True,True
PO00365,SUP02,SKU0011,Kidswear,2025-04-21,2025-05-19,2025-05-14,235,235,1825.95,True,True,True
PO00366,SUP02,SKU0011,Kidswear,2025-05-12,2025-06-09,2025-06-06,186,185,1445.22,True,True,True
PO00367,SUP02,SKU0011,Kidswear,2025-06-02,2025-06-30,2025-06-28,204,201,1585.08,True,True,True
PO00368,SUP02,SKU0011,Kidswear,2025-06-23,2025-07-21,2025-07-13,190,190,1476.3,True,True,True
PO00369,SUP02,SKU0011,Kidswear,2025-07-14,2025-08-11,2025-08-06,218,216,1693.86,True,True,True
PO00370,SUP02,SKU0011,Kidswear,2025-08-04,2025-09-01,2025-08-30,241,236,1872.57,True,True,True
PO00371,SUP02,SKU0011,Kidswear,2025-08-25,2025-09-22,2025-09-19,269,269,2090.13,True,True,True
PO00372,SUP02,SKU0011,Kidswear,2025-09-15,2025-10-13,2025-10-13,245,245,1903.65,True,True,True
PO00373,SUP02,SKU0011,Kidswear,2025-10-06,2025-11-03,2025-11-03,221,221,1717.17,True,True,True
PO00374,SUP02,SKU0011,Kidswear,2025-10-27,2025-11-24,2025-11-18,240,240,1864.8,True,True,True
PO00375,SUP02,SKU0011,Kidswear,2025-11-17,2025-12-15,2025-12-10,254,254,1973.58,True,True,True
PO00376,SUP02,SKU0011,Kidswear,2025-12-08,2026-01-05,2026-01-07,208,205,1616.16,False,True,False
PO00377,SUP02,SKU0011,Kidswear,2025-12-29,2026-01-26,2026-01-23,224,222,1740.48,True,True,True
PO00378,SUP02,SKU0011,Kidswear,2026-01-19,2026-02-16,2026-02-16,259,255,2012.43,True,True,True
PO00379,SUP02,SKU0011,Kidswear,2026-02-09,2026-03-09,2026-03-03,228,227,1771.56,True,True,True
PO00380,SUP02,SKU0011,Kidswear,2026-03-02,2026-03-30,2026-03-25,180,178,1398.6,True,True,True
PO00381,SUP02,SKU0011,Kidswear,2026-03-23,2026-04-20,2026-04-17,183,183,1421.91,True,True,True
PO00382,SUP02,SKU0011,Kidswear,2026-04-13,2026-05-11,2026-05-08,195,187,1515.15,True,True,True
PO00383,SUP02,SKU0011,Kidswear,2026-05-04,2026-06-01,2026-05-29,254,249,1973.58,True,True,True
PO00384,SUP02,SKU0011,Kidswear,2026-05-25,2026-06-22,2026-06-19,188,188,1460.76,True,True,True
PO00385,SUP02,SKU0011,Kidswear,2026-06-15,2026-07-13,2026-07-11,203,201,1577.31,True,True,True
PO00386,SUP02,SKU0012,Kidswear,2024-07-01,2024-07-29,2024-08-01,181,173,1241.66,False,True,False
PO00387,SUP02,SKU0012,Kidswear,2024-07-22,2024-08-19,2024-08-15,146,145,1001.56,True,True,True
PO00388,SUP02,SKU0012,Kidswear,2024-08-12,2024-09-09,2024-09-08,139,137,953.54,True,True,True
PO00389,SUP02,SKU0012,Kidswear,2024-09-02,2024-09-30,2024-09-30,143,142,980.98,True,True,True
PO00390,SUP02,SKU0012,Kidswear,2024-09-23,2024-10-21,2024-10-19,197,193,1351.42,True,True,True
PO00391,SUP02,SKU0012,Kidswear,2024-10-14,2024-11-11,2024-11-09,161,159,1104.46,True,True,True
PO00392,SUP02,SKU0012,Kidswear,2024-11-04,2024-12-02,2024-11-21,196,190,1344.56,True,True,True
PO00393,SUP02,SKU0012,Kidswear,2024-11-25,2024-12-23,2024-12-19,146,144,1001.56,True,True,True
PO00394,SUP02,SKU0012,Kidswear,2024-12-16,2025-01-13,2025-01-07,180,176,1234.8,True,True,True
PO00395,SUP02,SKU0012,Kidswear,2025-01-06,2025-02-03,2025-02-06,186,183,1275.96,False,True,False
PO00396,SUP02,SKU0012,Kidswear,2025-01-27,2025-02-24,2025-02-17,135,130,926.1,True,True,True
PO00397,SUP02,SKU0012,Kidswear,2025-02-17,2025-03-17,2025-03-11,149,147,1022.14,True,True,True
PO00398,SUP02,SKU0012,Kidswear,2025-03-10,2025-04-07,2025-04-02,186,185,1275.96,True,True,True
PO00399,SUP02,SKU0012,Kidswear,2025-03-31,2025-04-28,2025-04-27,149,145,1022.14,True,True,True
PO00400,SUP02,SKU0012,Kidswear,2025-04-21,2025-05-19,2025-05-14,169,169,1159.34,True,True,True
PO00401,SUP02,SKU0012,Kidswear,2025-05-12,2025-06-09,2025-06-02,132,130,905.52,True,True,True
PO00402,SUP02,SKU0012,Kidswear,2025-06-02,2025-06-30,2025-06-30,174,172,1193.64,True,True,True
PO00403,SUP02,SKU0012,Kidswear,2025-06-23,2025-07-21,2025-07-21,163,161,1118.18,True,True,True
PO00404,SUP02,SKU0012,Kidswear,2025-07-14,2025-08-11,2025-08-14,135,135,926.1,False,True,False
PO00405,SUP02,SKU0012,Kidswear,2025-08-04,2025-09-01,2025-08-26,144,144,987.84,True,True,True
PO00406,SUP02,SKU0012,Kidswear,2025-08-25,2025-09-22,2025-09-15,138,136,946.68,True,True,True
PO00407,SUP02,SKU0012,Kidswear,2025-09-15,2025-10-13,2025-10-10,143,140,980.98,True,True,True
PO00408,SUP02,SKU0012,Kidswear,2025-10-06,2025-11-03,2025-10-29,153,149,1049.58,True,True,True
PO00409,SUP02,SKU0012,Kidswear,2025-10-27,2025-11-24,2025-11-23,155,155,1063.3,True,True,True
PO00410,SUP02,SKU0012,Kidswear,2025-11-17,2025-12-15,2025-12-12,145,142,994.7,True,True,True
PO00411,SUP02,SKU0012,Kidswear,2025-12-08,2026-01-05,2025-12-29,138,133,946.68,True,True,True
PO00412,SUP02,SKU0012,Kidswear,2025-12-29,2026-01-26,2026-01-19,172,172,1179.92,True,True,True
PO00413,SUP02,SKU0012,Kidswear,2026-01-19,2026-02-16,2026-02-17,181,180,1241.66,False,True,False
PO00414,SUP02,SKU0012,Kidswear,2026-02-09,2026-03-09,2026-03-03,197,197,1351.42,True,True,True
PO00415,SUP02,SKU0012,Kidswear,2026-03-02,2026-03-30,2026-03-25,153,153,1049.58,True,True,True
PO00416,SUP02,SKU0012,Kidswear,2026-03-23,2026-04-20,2026-04-16,185,180,1269.1,True,True,True
PO00417,SUP02,SKU0012,Kidswear,2026-04-13,2026-05-11,2026-05-09,164,163,1125.04,True,True,True
PO00418,SUP02,SKU0012,Kidswear,2026-05-04,2026-06-01,2026-05-30,170,170,1166.2,True,True,True
PO00419,SUP02,SKU0012,Kidswear,2026-05-25,2026-06-22,2026-06-24,144,144,987.84,False,True,False
PO00420,SUP02,SKU0012,Kidswear,2026-06-15,2026-07-13,2026-07-15,170,167,1166.2,False,True,False
PO00421,SUP02,SKU0013,Kidswear,2024-07-01,2024-07-29,2024-07-27,160,157,1003.2,True,True,True
PO00422,SUP02,SKU0013,Kidswear,2024-07-22,2024-08-19,2024-08-16,193,187,1210.11,True,True,True
PO00423,SUP02,SKU0013,Kidswear,2024-08-12,2024-09-09,2024-09-11,161,157,1009.47,False,True,False
PO00424,SUP02,SKU0013,Kidswear,2024-09-02,2024-09-30,2024-09-25,175,172,1097.25,True,True,True
PO00425,SUP02,SKU0013,Kidswear,2024-09-23,2024-10-21,2024-10-18,154,154,965.58,True,True,True
PO00426,SUP02,SKU0013,Kidswear,2024-10-14,2024-11-11,2024-11-11,142,141,890.34,True,True,True
PO00427,SUP02,SKU0013,Kidswear,2024-11-04,2024-12-02,2024-11-28,146,144,915.42,True,True,True
PO00428,SUP02,SKU0013,Kidswear,2024-11-25,2024-12-23,2024-12-18,148,148,927.96,True,True,True
PO00429,SUP02,SKU0013,Kidswear,2024-12-16,2025-01-13,2025-01-13,171,171,1072.17,True,True,True
PO00430,SUP02,SKU0013,Kidswear,2025-01-06,2025-02-03,2025-01-30,194,193,1216.38,True,True,True
PO00431,SUP02,SKU0013,Kidswear,2025-01-27,2025-02-24,2025-02-22,170,167,1065.9,True,True,True
PO00432,SUP02,SKU0013,Kidswear,2025-02-17,2025-03-17,2025-03-16,176,174,1103.52,True,True,True
PO00433,SUP02,SKU0013,Kidswear,2025-03-10,2025-04-07,2025-03-28,181,174,1134.87,True,True,True
PO00434,SUP02,SKU0013,Kidswear,2025-03-31,2025-04-28,2025-04-26,162,161,1015.74,True,True,True
PO00435,SUP02,SKU0013,Kidswear,2025-04-21,2025-05-19,2025-05-16,153,153,959.31,True,True,True
PO00436,SUP02,SKU0013,Kidswear,2025-05-12,2025-06-09,2025-06-07,169,166,1059.63,True,True,True
PO00437,SUP02,SKU0013,Kidswear,2025-06-02,2025-06-30,2025-06-20,183,182,1147.41,True,True,True
PO00438,SUP02,SKU0013,Kidswear,2025-06-23,2025-07-21,2025-07-13,195,191,1222.65,True,True,True
PO00439,SUP02,SKU0013,Kidswear,2025-07-14,2025-08-11,2025-08-05,144,143,902.88,True,True,True
PO00440,SUP02,SKU0013,Kidswear,2025-08-04,2025-09-01,2025-08-21,156,156,978.12,True,True,True
PO00441,SUP02,SKU0013,Kidswear,2025-08-25,2025-09-22,2025-09-19,163,155,1022.01,True,True,True
PO00442,SUP02,SKU0013,Kidswear,2025-09-15,2025-10-13,2025-10-14,172,163,1078.44,False,False,False
PO00443,SUP02,SKU0013,Kidswear,2025-10-06,2025-11-03,2025-10-27,159,159,996.93,True,True,True
PO00444,SUP02,SKU0013,Kidswear,2025-10-27,2025-11-24,2025-11-23,187,187,1172.49,True,True,True
PO00445,SUP02,SKU0013,Kidswear,2025-11-17,2025-12-15,2025-12-12,189,188,1185.03,True,True,True
PO00446,SUP02,SKU0013,Kidswear,2025-12-08,2026-01-05,2026-01-06,162,159,1015.74,False,True,False
PO00447,SUP02,SKU0013,Kidswear,2025-12-29,2026-01-26,2026-01-23,176,170,1103.52,True,True,True
PO00448,SUP02,SKU0013,Kidswear,2026-01-19,2026-02-16,2026-02-16,134,133,840.18,True,True,True
PO00449,SUP02,SKU0013,Kidswear,2026-02-09,2026-03-09,2026-03-06,146,146,915.42,True,True,True
PO00450,SUP02,SKU0013,Kidswear,2026-03-02,2026-03-30,2026-03-24,154,154,965.58,True,True,True
PO00451,SUP02,SKU0013,Kidswear,2026-03-23,2026-04-20,2026-04-19,158,158,990.66,True,True,True
PO00452,SUP02,SKU0013,Kidswear,2026-04-13,2026-05-11,2026-05-11,137,137,858.99,True,True,True
PO00453,SUP02,SKU0013,Kidswear,2026-05-04,2026-06-01,2026-05-27,173,172,1084.71,True,True,True
PO00454,SUP02,SKU0013,Kidswear,2026-05-25,2026-06-22,2026-06-18,134,131,840.18,True,True,True
PO00455,SUP02,SKU0013,Kidswear,2026-06-15,2026-07-13,2026-07-12,195,191,1222.65,True,True,True
PO00456,SUP02,SKU0014,Kidswear,2024-07-01,2024-07-29,2024-07-26,138,136,1047.42,True,True,True
PO00457,SUP02,SKU0014,Kidswear,2024-07-22,2024-08-19,2024-08-12,176,175,1335.84,True,True,True
PO00458,SUP02,SKU0014,Kidswear,2024-08-12,2024-09-09,2024-09-08,170,167,1290.3,True,True,True
PO00459,SUP02,SKU0014,Kidswear,2024-09-02,2024-09-30,2024-09-26,174,172,1320.66,True,True,True
PO00460,SUP02,SKU0014,Kidswear,2024-09-23,2024-10-21,2024-10-21,146,141,1108.14,True,True,True
PO00461,SUP02,SKU0014,Kidswear,2024-10-14,2024-11-11,2024-11-07,138,137,1047.42,True,True,True
PO00462,SUP02,SKU0014,Kidswear,2024-11-04,2024-12-02,2024-12-03,177,177,1343.43,False,True,False
PO00463,SUP02,SKU0014,Kidswear,2024-11-25,2024-12-23,2024-12-15,162,162,1229.58,True,True,True
PO00464,SUP02,SKU0014,Kidswear,2024-12-16,2025-01-13,2025-01-05,170,168,1290.3,True,True,True
PO00465,SUP02,SKU0014,Kidswear,2025-01-06,2025-02-03,2025-02-02,167,166,1267.53,True,True,True
PO00466,SUP02,SKU0014,Kidswear,2025-01-27,2025-02-24,2025-02-26,173,173,1313.07,False,True,False
PO00467,SUP02,SKU0014,Kidswear,2025-02-17,2025-03-17,2025-03-13,148,146,1123.32,True,True,True
PO00468,SUP02,SKU0014,Kidswear,2025-03-10,2025-04-07,2025-04-05,141,141,1070.19,True,True,True
PO00469,SUP02,SKU0014,Kidswear,2025-03-31,2025-04-28,2025-04-27,124,121,941.16,True,True,True
PO00470,SUP02,SKU0014,Kidswear,2025-04-21,2025-05-19,2025-05-21,175,172,1328.25,False,True,False
PO00471,SUP02,SKU0014,Kidswear,2025-05-12,2025-06-09,2025-05-31,129,129,979.11,True,True,True
PO00472,SUP02,SKU0014,Kidswear,2025-06-02,2025-06-30,2025-06-27,133,133,1009.47,True,True,True
PO00473,SUP02,SKU0014,Kidswear,2025-06-23,2025-07-21,2025-07-22,178,175,1351.02,False,True,False
PO00474,SUP02,SKU0014,Kidswear,2025-07-14,2025-08-11,2025-08-07,129,127,979.11,True,True,True
PO00475,SUP02,SKU0014,Kidswear,2025-08-04,2025-09-01,2025-08-30,154,154,1168.86,True,True,True
PO00476,SUP02,SKU0014,Kidswear,2025-08-25,2025-09-22,2025-09-21,157,154,1191.63,True,True,True
PO00477,SUP02,SKU0014,Kidswear,2025-09-15,2025-10-13,2025-10-05,157,157,1191.63,True,True,True
PO00478,SUP02,SKU0014,Kidswear,2025-10-06,2025-11-03,2025-10-29,140,140,1062.6,True,True,True
PO00479,SUP02,SKU0014,Kidswear,2025-10-27,2025-11-24,2025-11-24,146,145,1108.14,True,True,True
PO00480,SUP02,SKU0014,Kidswear,2025-11-17,2025-12-15,2025-12-12,166,165,1259.94,True,True,True
PO00481,SUP02,SKU0014,Kidswear,2025-12-08,2026-01-05,2026-01-03,139,136,1055.01,True,True,True
PO00482,SUP02,SKU0014,Kidswear,2025-12-29,2026-01-26,2026-01-26,146,146,1108.14,True,True,True
