date_key,store_id,product_id,units_sold,gross_sales_value,discount_value,net_sales_value,cogs_value,cash_sales_value,credit_sales_value,cash_transactions,credit_transactions
2025-10-20,ST008,SKU0008,12.31,335.6,0.0,335.6,131.8,155.18,180.42,3.16,3.68
2025-10-27,ST008,SKU0008,12.75,347.58,0.0,347.58,136.51,219.05,128.54,4.46,2.62
2025-11-03,ST008,SKU0008,13.52,368.81,0.0,368.81,144.84,214.94,153.86,4.38,3.13
2025-11-10,ST008,SKU0008,11.58,315.8,0.0,315.8,124.03,166.58,149.22,3.39,3.04
2025-11-17,ST008,SKU0008,13.32,363.18,0.0,363.18,142.64,182.09,181.09,3.71,3.69
2025-11-24,ST008,SKU0008,13.62,371.53,0.0,371.53,145.91,211.18,160.35,4.3,3.27
2025-12-01,ST008,SKU0008,18.69,509.76,0.0,509.76,200.2,270.22,239.55,5.5,4.88
2025-12-08,ST008,SKU0008,19.85,541.24,0.0,541.24,212.57,284.02,257.22,5.79,5.24
2025-12-15,ST008,SKU0008,16.82,458.56,0.0,458.56,180.09,279.59,178.97,5.7,3.65
2025-12-22,ST008,SKU0008,15.22,415.01,0.0,415.01,162.99,187.79,227.23,3.83,4.63
2025-12-29,ST008,SKU0008,15.72,428.75,0.0,428.75,168.39,238.81,189.94,4.87,3.87
2026-01-05,ST008,SKU0008,15.0,409.12,0.0,409.12,160.68,206.44,202.67,4.21,4.13
2026-01-12,ST008,SKU0008,15.83,431.72,0.0,431.72,169.55,232.69,199.02,4.74,4.05
2026-01-19,ST008,SKU0008,12.82,349.6,0.0,349.6,137.3,173.1,176.5,3.53,3.6
2026-01-26,ST008,SKU0008,16.04,437.52,0.0,437.52,171.83,231.94,205.58,4.73,4.19
2026-02-02,ST008,SKU0008,10.92,297.85,0.0,297.85,116.98,196.73,101.11,4.01,2.06
2026-02-09,ST008,SKU0008,13.61,371.26,0.0,371.26,145.81,214.43,156.83,4.37,3.19
2026-02-16,ST008,SKU0008,15.62,426.05,0.0,426.05,167.32,242.15,183.9,4.93,3.75
2026-02-23,ST008,SKU0008,14.52,395.98,0.0,395.98,155.52,213.97,182.01,4.36,3.71
2026-03-02,ST008,SKU0008,14.14,385.72,0.0,385.72,151.49,206.72,179.0,4.21,3.65
2026-03-09,ST008,SKU0008,12.97,353.65,0.0,353.65,138.89,192.25,161.4,3.92,3.29
2026-03-16,ST008,SKU0008,12.38,337.63,0.0,337.63,132.6,190.04,147.59,3.87,3.01
2026-03-23,ST008,SKU0008,13.78,375.86,0.0,375.86,147.61,217.47,158.39,4.43,3.23
2026-03-30,ST008,SKU0008,14.0,381.72,0.0,381.72,149.92,243.4,138.32,4.96,2.82
2026-04-06,ST008,SKU0008,14.64,399.29,0.0,399.29,156.82,210.54,188.75,4.29,3.85
2026-04-13,ST008,SKU0008,13.71,373.78,0.0,373.78,146.8,227.36,146.42,4.63,2.98
2026-04-20,ST008,SKU0008,11.52,314.1,0.0,314.1,123.36,200.5,113.59,4.08,2.31
2026-04-27,ST008,SKU0008,11.79,321.56,0.0,321.56,126.29,187.36,134.2,3.82,2.73
2026-05-04,ST008,SKU0008,13.01,354.79,0.0,354.79,139.34,189.85,164.95,3.87,3.36
2026-05-11,ST008,SKU0008,10.97,299.08,0.0,299.08,117.46,174.37,124.71,3.55,2.54
2026-05-18,ST008,SKU0008,10.99,299.7,0.0,299.7,117.7,139.51,160.19,2.84,3.26
2026-05-25,ST008,SKU0008,14.81,403.85,0.0,403.85,158.61,253.26,150.59,5.16,3.07
2026-06-01,ST008,SKU0008,11.96,326.12,0.0,326.12,128.08,191.69,134.43,3.91,2.74
2026-06-08,ST008,SKU0008,14.24,388.4,0.0,388.4,152.54,207.04,181.36,4.22,3.69
2026-06-15,ST008,SKU0008,15.08,411.34,0.0,411.34,161.55,217.79,193.55,4.44,3.94
2026-06-22,ST008,SKU0008,13.81,376.53,0.0,376.53,147.88,178.83,197.7,3.64,4.03
2024-07-01,ST009,SKU0008,11.11,302.99,0.0,302.99,119.0,197.26,105.73,4.02,2.15
2024-07-08,ST009,SKU0008,13.86,377.96,0.0,377.96,148.44,221.28,156.68,4.51,3.19
2024-07-15,ST009,SKU0008,15.98,435.67,0.0,435.67,171.11,299.5,136.17,6.1,2.77
2024-07-22,ST009,SKU0008,13.69,373.19,0.0,373.19,146.57,193.99,179.21,3.95,3.65
2024-07-29,ST009,SKU0008,12.83,349.76,0.0,349.76,137.37,192.7,157.06,3.93,3.2
2024-08-05,ST009,SKU0008,13.14,358.32,0.0,358.32,140.73,195.56,162.76,3.98,3.32
2024-08-12,ST009,SKU0008,11.13,303.62,0.0,303.62,119.24,145.57,158.05,2.97,3.22
2024-08-19,ST009,SKU0008,13.26,361.63,0.0,361.63,142.02,172.73,188.9,3.52,3.85
2024-08-26,ST009,SKU0008,12.5,340.89,0.0,340.89,133.88,213.84,127.05,4.36,2.59
2024-09-02,ST009,SKU0008,11.87,323.79,0.0,323.79,127.17,174.31,149.48,3.55,3.05
2024-09-09,ST009,SKU0008,12.89,351.62,0.0,351.62,138.1,193.8,157.82,3.95,3.22
2024-09-16,ST009,SKU0008,13.29,362.41,0.0,362.41,142.33,196.04,166.37,3.99,3.39
2024-09-23,ST009,SKU0008,12.84,350.06,0.0,350.06,137.48,201.38,148.69,4.1,3.03
2024-09-30,ST009,SKU0008,12.98,354.02,0.0,354.02,139.04,238.73,115.29,4.86,2.35
2024-10-07,ST009,SKU0008,13.31,363.01,0.0,363.01,142.57,224.27,138.74,4.57,2.83
2024-10-14,ST009,SKU0008,12.03,327.93,0.0,327.93,128.79,197.99,129.94,4.03,2.65
2024-10-21,ST009,SKU0008,12.57,342.82,0.0,342.82,134.64,203.66,139.16,4.15,2.84
2024-10-28,ST009,SKU0008,14.01,382.12,0.0,382.12,150.07,216.88,165.24,4.42,3.37
2024-11-04,ST009,SKU0008,12.38,337.58,0.0,337.58,132.58,191.83,145.74,3.91,2.97
2024-11-11,ST009,SKU0008,12.21,333.0,0.0,333.0,130.78,200.21,132.78,4.08,2.71
2024-11-18,ST009,SKU0008,12.43,339.03,0.0,339.03,133.15,226.29,112.73,4.61,2.3
2024-11-25,ST009,SKU0008,17.18,468.48,0.0,468.48,183.99,264.31,204.17,5.38,4.16
2024-12-02,ST009,SKU0008,18.17,495.47,0.0,495.47,194.59,319.33,176.15,6.51,3.59
2024-12-09,ST009,SKU0008,16.99,463.33,0.0,463.33,181.97,251.52,211.8,5.12,4.31
2024-12-16,ST009,SKU0008,21.21,578.41,0.0,578.41,227.17,362.6,215.81,7.39,4.4
2024-12-23,ST009,SKU0008,18.22,496.89,0.0,496.89,195.15,330.49,166.4,6.73,3.39
2024-12-30,ST009,SKU0008,19.17,522.82,0.0,522.82,205.33,308.56,214.26,6.29,4.36
2025-01-06,ST009,SKU0008,11.48,312.96,0.0,312.96,122.91,177.74,135.23,3.62,2.75
2025-01-13,ST009,SKU0008,14.88,405.76,0.0,405.76,159.36,254.29,151.48,5.18,3.09
2025-01-20,ST009,SKU0008,12.71,346.57,0.0,346.57,136.11,235.98,110.59,4.81,2.25
2025-01-27,ST009,SKU0008,12.75,347.82,0.0,347.82,136.6,223.29,124.53,4.55,2.54
2025-02-03,ST009,SKU0008,13.34,363.87,0.0,363.87,142.91,250.79,113.08,5.11,2.3
2025-02-10,ST009,SKU0008,14.17,386.55,0.0,386.55,151.81,229.95,156.59,4.68,3.19
2025-02-17,ST009,SKU0008,12.72,346.9,0.0,346.9,136.24,205.3,141.6,4.18,2.88
2025-02-24,ST009,SKU0008,11.87,323.65,0.0,323.65,127.11,169.67,153.98,3.46,3.14
2025-03-03,ST009,SKU0008,13.48,367.64,0.0,367.64,144.39,208.05,159.59,4.24,3.25
2025-03-10,ST009,SKU0008,12.16,331.7,0.0,331.7,130.27,195.09,136.61,3.97,2.78
2025-03-17,ST009,SKU0008,13.08,356.73,0.0,356.73,140.1,211.53,145.21,4.31,2.96
2025-03-24,ST009,SKU0008,15.71,428.46,0.0,428.46,168.27,268.09,160.37,5.46,3.27
2025-03-31,ST009,SKU0008,16.29,444.18,0.0,444.18,174.45,253.46,190.71,5.16,3.89
2025-04-07,ST009,SKU0008,14.22,387.85,0.0,387.85,152.32,222.4,165.45,4.53,3.37
2025-04-14,ST009,SKU0008,12.12,330.64,0.0,330.64,129.85,231.4,99.24,4.71,2.02
2025-04-21,ST009,SKU0008,11.8,321.83,0.0,321.83,126.4,154.8,167.03,3.15,3.4
2025-04-28,ST009,SKU0008,11.9,324.39,0.0,324.39,127.4,159.66,164.74,3.25,3.36
2025-05-05,ST009,SKU0008,11.52,314.04,0.0,314.04,123.34,172.61,141.43,3.52,2.88
2025-05-12,ST009,SKU0008,13.06,356.01,0.0,356.01,139.82,174.48,181.53,3.55,3.7
2025-05-19,ST009,SKU0008,14.87,405.39,0.0,405.39,159.21,202.21,203.18,4.12,4.14
2025-05-26,ST009,SKU0008,12.8,349.08,0.0,349.08,137.1,201.2,147.88,4.1,3.01
2025-06-02,ST009,SKU0008,14.29,389.62,0.0,389.62,153.02,237.73,151.89,4.84,3.09
2025-06-09,ST009,SKU0008,14.85,405.0,0.0,405.0,159.06,232.68,172.32,4.74,3.51
2025-06-16,ST009,SKU0008,12.27,334.74,0.0,334.74,131.47,205.27,129.47,4.18,2.64
2025-06-23,ST009,SKU0008,14.61,398.29,0.0,398.29,156.43,252.45,145.84,5.14,2.97
2025-06-30,ST009,SKU0008,13.5,368.2,0.0,368.2,144.61,222.47,145.73,4.53,2.97
2025-07-07,ST009,SKU0008,12.94,352.97,0.0,352.97,138.62,216.4,136.57,4.41,2.78
2025-07-14,ST009,SKU0008,16.17,441.08,0.0,441.08,173.23,256.03,185.05,5.22,3.77
2025-07-21,ST009,SKU0008,12.43,339.0,0.0,339.0,133.14,193.41,145.59,3.94,2.97
2025-07-28,ST009,SKU0008,13.61,371.07,0.0,371.07,145.74,180.53,190.55,3.68,3.88
2025-08-04,ST009,SKU0008,12.79,348.76,0.0,348.76,136.97,222.03,126.73,4.52,2.58
2025-08-11,ST009,SKU0008,12.18,332.12,0.0,332.12,130.44,199.91,132.21,4.07,2.69
2025-08-18,ST009,SKU0008,16.29,444.24,0.0,444.24,174.47,270.62,173.63,5.51,3.54
2025-08-25,ST009,SKU0008,9.51,259.25,0.0,259.25,101.82,135.35,123.9,2.76,2.52
2025-09-01,ST009,SKU0008,12.61,343.83,0.0,343.83,135.04,189.93,153.9,3.87,3.14
2025-09-08,ST009,SKU0008,13.16,358.91,0.0,358.91,140.96,207.4,151.51,4.23,3.09
2025-09-15,ST009,SKU0008,14.82,404.12,0.0,404.12,158.71,217.42,186.69,4.43,3.8
2025-09-22,ST009,SKU0008,12.68,345.68,0.0,345.68,135.76,208.6,137.08,4.25,2.79
2025-09-29,ST009,SKU0008,13.53,369.02,0.0,369.02,144.93,221.39,147.64,4.51,3.01
2025-10-06,ST009,SKU0008,9.24,251.93,0.0,251.93,98.94,150.34,101.59,3.06,2.07
2025-10-13,ST009,SKU0008,12.76,348.1,0.0,348.1,136.71,221.32,126.78,4.51,2.58
2025-10-20,ST009,SKU0008,14.13,385.27,0.0,385.27,151.31,232.94,152.32,4.75,3.1
2025-10-27,ST009,SKU0008,13.49,367.83,0.0,367.83,144.46,242.84,124.99,4.95,2.55
2025-11-03,ST009,SKU0008,14.79,403.44,0.0,403.44,158.45,244.63,158.82,4.98,3.24
2025-11-10,ST009,SKU0008,16.35,445.78,0.0,445.78,175.07,250.16,195.62,5.1,3.99
2025-11-17,ST009,SKU0008,11.15,304.08,0.0,304.08,119.42,180.03,124.05,3.67,2.53
2025-11-24,ST009,SKU0008,12.42,338.61,0.0,338.61,132.98,158.91,179.69,3.24,3.66
2025-12-01,ST009,SKU0008,16.18,441.12,0.0,441.12,173.25,268.98,172.14,5.48,3.51
2025-12-08,ST009,SKU0008,17.43,475.26,0.0,475.26,186.65,263.18,212.08,5.36,4.32
2025-12-15,ST009,SKU0008,17.64,481.02,0.0,481.02,188.92,288.0,193.01,5.87,3.93
2025-12-22,ST009,SKU0008,19.06,519.66,0.0,519.66,204.09,291.27,228.38,5.93,4.65
2025-12-29,ST009,SKU0008,19.39,528.77,0.0,528.77,207.67,284.51,244.27,5.8,4.98
2026-01-05,ST009,SKU0008,12.21,333.1,0.0,333.1,130.82,225.68,107.41,4.6,2.19
2026-01-12,ST009,SKU0008,11.4,310.95,0.0,310.95,122.12,174.02,136.93,3.55,2.79
2026-01-19,ST009,SKU0008,11.05,301.2,0.0,301.2,118.29,166.03,135.17,3.38,2.75
2026-01-26,ST009,SKU0008,13.22,360.4,0.0,360.4,141.54,226.3,134.1,4.61,2.73
2026-02-02,ST009,SKU0008,12.97,353.72,0.0,353.72,138.92,203.86,149.85,4.15,3.05
2026-02-09,ST009,SKU0008,11.06,301.64,0.0,301.64,118.47,167.78,133.86,3.42,2.73
2026-02-16,ST009,SKU0008,10.59,288.74,0.0,288.74,113.4,181.74,107.0,3.7,2.18
2026-02-23,ST009,SKU0008,14.26,388.8,0.0,388.8,152.7,229.61,159.19,4.68,3.24
2026-03-02,ST009,SKU0008,13.69,373.29,0.0,373.29,146.61,237.56,135.73,4.84,2.77
2026-03-09,ST009,SKU0008,13.16,358.82,0.0,358.82,140.92,237.63,121.18,4.84,2.47
2026-03-16,ST009,SKU0008,11.4,310.96,0.0,310.96,122.12,178.85,132.11,3.64,2.69
2026-03-23,ST009,SKU0008,12.27,334.61,0.0,334.61,131.42,209.11,125.5,4.26,2.56
2026-03-30,ST009,SKU0008,10.76,293.5,0.0,293.5,115.27,195.17,98.33,3.98,2.0
2026-04-06,ST009,SKU0008,13.88,378.41,0.0,378.41,148.62,257.36,121.05,5.24,2.47
2026-04-13,ST009,SKU0008,12.94,352.78,0.0,352.78,138.55,199.35,153.44,4.06,3.13
2026-04-20,ST009,SKU0008,14.03,382.46,0.0,382.46,150.21,246.35,136.11,5.02,2.77
2026-04-27,ST009,SKU0008,11.89,324.12,0.0,324.12,127.29,159.69,164.42,3.25,3.35
2026-05-04,ST009,SKU0008,10.15,276.82,0.0,276.82,108.72,167.66,109.16,3.42,2.22
2026-05-11,ST009,SKU0008,15.4,420.03,0.0,420.03,164.96,221.58,198.45,4.51,4.04
2026-05-18,ST009,SKU0008,12.58,342.92,0.0,342.92,134.68,197.24,145.69,4.02,2.97
2026-05-25,ST009,SKU0008,16.0,436.21,0.0,436.21,171.32,307.76,128.46,6.27,2.62
2026-06-01,ST009,SKU0008,13.66,372.57,0.0,372.57,146.32,237.51,135.06,4.84,2.75
2026-06-08,ST009,SKU0008,14.36,391.53,0.0,391.53,153.77,206.95,184.58,4.22,3.76
2026-06-15,ST009,SKU0008,14.09,384.23,0.0,384.23,150.9,208.1,176.13,4.24,3.59
2026-06-22,ST009,SKU0008,12.73,347.21,0.0,347.21,136.36,225.54,121.67,4.59,2.48
2024-07-01,ST010,SKU0008,13.13,357.95,0.0,357.95,140.58,228.94,129.01,4.66,2.63
2024-07-08,ST010,SKU0008,15.03,409.78,0.0,409.78,160.94,203.51,206.28,4.15,4.2
2024-07-15,ST010,SKU0008,9.6,261.87,0.0,261.87,102.85,168.27,93.6,3.43,1.91
2024-07-22,ST010,SKU0008,14.88,405.66,0.0,405.66,159.32,242.3,163.36,4.94,3.33
2024-07-29,ST010,SKU0008,13.61,371.2,0.0,371.2,145.78,233.53,137.67,4.76,2.8
2024-08-05,ST010,SKU0008,14.36,391.71,0.0,391.71,153.84,222.98,168.73,4.54,3.44
2024-08-12,ST010,SKU0008,14.49,395.17,0.0,395.17,155.2,224.12,171.05,4.57,3.48
2024-08-19,ST010,SKU0008,13.38,364.87,0.0,364.87,143.3,216.9,147.97,4.42,3.01
2024-08-26,ST010,SKU0008,11.66,317.95,0.0,317.95,124.87,174.02,143.93,3.55,2.93
2024-09-02,ST010,SKU0008,16.49,449.55,0.0,449.55,176.56,242.7,206.85,4.94,4.21
2024-09-09,ST010,SKU0008,13.58,370.25,0.0,370.25,145.41,227.13,143.12,4.63,2.92
2024-09-16,ST010,SKU0008,12.92,352.2,0.0,352.2,138.32,217.68,134.53,4.43,2.74
2024-09-23,ST010,SKU0008,13.51,368.51,0.0,368.51,144.73,199.34,169.16,4.06,3.45
2024-09-30,ST010,SKU0008,13.84,377.35,0.0,377.35,148.2,210.27,167.08,4.28,3.4
2024-10-07,ST010,SKU0008,15.72,428.56,0.0,428.56,168.31,259.67,168.89,5.29,3.44
2024-10-14,ST010,SKU0008,11.91,324.72,0.0,324.72,127.53,195.35,129.38,3.98,2.64
2024-10-21,ST010,SKU0008,11.56,315.17,0.0,315.17,123.78,188.27,126.9,3.84,2.59
2024-10-28,ST010,SKU0008,12.65,344.91,0.0,344.91,135.46,187.33,157.58,3.82,3.21
2024-11-04,ST010,SKU0008,11.69,318.8,0.0,318.8,125.2,225.14,93.66,4.59,1.91
2024-11-11,ST010,SKU0008,13.14,358.4,0.0,358.4,140.76,201.73,156.66,4.11,3.19
2024-11-18,ST010,SKU0008,12.06,328.78,0.0,328.78,129.12,199.9,128.87,4.07,2.63
2024-11-25,ST010,SKU0008,12.0,327.35,0.0,327.35,128.56,173.41,153.94,3.53,3.14
2024-12-02,ST010,SKU0008,17.48,476.73,0.0,476.73,187.23,277.68,199.05,5.66,4.06
2024-12-09,ST010,SKU0008,16.67,454.64,0.0,454.64,178.55,245.46,209.18,5.0,4.26
2024-12-16,ST010,SKU0008,16.73,456.13,0.0,456.13,179.14,255.88,200.25,5.21,4.08
2024-12-23,ST010,SKU0008,16.27,443.65,0.0,443.65,174.24,265.43,178.22,5.41,3.63
2024-12-30,ST010,SKU0008,22.24,606.44,0.0,606.44,238.17,394.83,211.62,8.04,4.31
2025-01-06,ST010,SKU0008,16.03,437.12,0.0,437.12,171.67,243.08,194.05,4.95,3.95
2025-01-13,ST010,SKU0008,15.61,425.75,0.0,425.75,167.21,253.68,172.08,5.17,3.51
2025-01-20,ST010,SKU0008,14.54,396.47,0.0,396.47,155.71,240.8,155.67,4.91,3.17
2025-01-27,ST010,SKU0008,12.46,339.91,0.0,339.91,133.49,210.89,129.01,4.3,2.63
2025-02-03,ST010,SKU0008,13.76,375.14,0.0,375.14,147.33,186.09,189.05,3.79,3.85
2025-02-10,ST010,SKU0008,12.81,349.23,0.0,349.23,137.16,219.35,129.88,4.47,2.65
2025-02-17,ST010,SKU0008,13.43,366.31,0.0,366.31,143.87,222.7,143.62,4.54,2.93
2025-02-24,ST010,SKU0008,11.83,322.54,0.0,322.54,126.68,192.65,129.9,3.92,2.65
2025-03-03,ST010,SKU0008,12.85,350.41,0.0,350.41,137.62,201.24,149.17,4.1,3.04
2025-03-10,ST010,SKU0008,11.94,325.61,0.0,325.61,127.88,205.2,120.41,4.18,2.45
2025-03-17,ST010,SKU0008,13.54,369.21,0.0,369.21,145.0,220.3,148.9,4.49,3.03
2025-03-24,ST010,SKU0008,16.2,441.75,0.0,441.75,173.49,268.65,173.1,5.47,3.53
2025-03-31,ST010,SKU0008,14.87,405.58,0.0,405.58,159.29,242.58,163.0,4.94,3.32
2025-04-07,ST010,SKU0008,12.45,339.49,0.0,339.49,133.33,180.44,159.05,3.68,3.24
2025-04-14,ST010,SKU0008,13.38,364.78,0.0,364.78,143.26,164.62,200.16,3.35,4.08
2025-04-21,ST010,SKU0008,13.43,366.1,0.0,366.1,143.78,219.75,146.35,4.48,2.98
2025-04-28,ST010,SKU0008,12.66,345.25,0.0,345.25,135.59,200.19,145.06,4.08,2.96
2025-05-05,ST010,SKU0008,11.05,301.28,0.0,301.28,118.33,196.96,104.32,4.01,2.13
2025-05-12,ST010,SKU0008,12.47,340.16,0.0,340.16,133.6,182.28,157.88,3.71,3.22
2025-05-19,ST010,SKU0008,13.85,377.68,0.0,377.68,148.33,222.83,154.85,4.54,3.15
2025-05-26,ST010,SKU0008,12.44,339.27,0.0,339.27,133.24,190.42,148.85,3.88,3.03
2025-06-02,ST010,SKU0008,12.99,354.27,0.0,354.27,139.14,230.9,123.37,4.7,2.51
2025-06-09,ST010,SKU0008,13.73,374.49,0.0,374.49,147.07,218.23,156.26,4.45,3.18
2025-06-16,ST010,SKU0008,14.33,390.77,0.0,390.77,153.47,228.93,161.84,4.66,3.3
2025-06-23,ST010,SKU0008,13.63,371.59,0.0,371.59,145.94,219.99,151.6,4.48,3.09
2025-06-30,ST010,SKU0008,13.92,379.6,0.0,379.6,149.08,213.43,166.17,4.35,3.39
2025-07-07,ST010,SKU0008,11.22,306.04,0.0,306.04,120.19,192.75,113.29,3.93,2.31
2025-07-14,ST010,SKU0008,15.35,418.53,0.0,418.53,164.37,221.77,196.76,4.52,4.01
2025-07-21,ST010,SKU0008,13.28,362.14,0.0,362.14,142.23,203.53,158.61,4.15,3.23
2025-07-28,ST010,SKU0008,14.38,392.09,0.0,392.09,153.99,234.0,158.09,4.77,3.22
2025-08-04,ST010,SKU0008,18.19,496.06,0.0,496.06,194.82,282.46,213.61,5.75,4.35
2025-08-11,ST010,SKU0008,15.4,419.91,0.0,419.91,164.91,279.74,140.17,5.7,2.86
2025-08-18,ST010,SKU0008,13.83,377.21,0.0,377.21,148.15,221.17,156.04,4.51,3.18
2025-08-25,ST010,SKU0008,13.15,358.54,0.0,358.54,140.81,209.74,148.8,4.27,3.03
2025-09-01,ST010,SKU0008,14.77,402.72,0.0,402.72,158.16,217.81,184.92,4.44,3.77
2025-09-08,ST010,SKU0008,12.75,347.66,0.0,347.66,136.54,198.29,149.37,4.04,3.04
2025-09-15,ST010,SKU0008,10.31,281.08,0.0,281.08,110.39,176.35,104.73,3.59,2.13
2025-09-22,ST010,SKU0008,14.66,399.73,0.0,399.73,156.99,220.95,178.78,4.5,3.64
2025-09-29,ST010,SKU0008,14.61,398.33,0.0,398.33,156.44,201.27,197.06,4.1,4.01
2025-10-06,ST010,SKU0008,13.04,355.53,0.0,355.53,139.63,205.55,149.98,4.19,3.06
2025-10-13,ST010,SKU0008,13.14,358.24,0.0,358.24,140.7,210.86,147.38,4.3,3.0
2025-10-20,ST010,SKU0008,12.88,351.23,0.0,351.23,137.94,198.47,152.76,4.04,3.11
2025-10-27,ST010,SKU0008,12.83,349.89,0.0,349.89,137.41,228.34,121.54,4.65,2.48
2025-11-03,ST010,SKU0008,12.1,329.89,0.0,329.89,129.56,230.01,99.88,4.69,2.03
2025-11-10,ST010,SKU0008,12.01,327.49,0.0,327.49,128.62,195.34,132.15,3.98,2.69
2025-11-17,ST010,SKU0008,13.89,378.81,0.0,378.81,148.77,215.88,162.93,4.4,3.32
2025-11-24,ST010,SKU0008,15.16,413.32,0.0,413.32,162.33,252.84,160.48,5.15,3.27
2025-12-01,ST010,SKU0008,17.12,466.82,0.0,466.82,183.34,304.85,161.97,6.21,3.3
2025-12-08,ST010,SKU0008,15.41,420.27,0.0,420.27,165.06,233.75,186.52,4.76,3.8
2025-12-15,ST010,SKU0008,18.73,510.9,0.0,510.9,200.65,319.08,191.82,6.5,3.91
2025-12-22,ST010,SKU0008,18.23,497.12,0.0,497.12,195.24,287.39,209.73,5.85,4.27
2025-12-29,ST010,SKU0008,17.02,464.15,0.0,464.15,182.29,297.54,166.61,6.06,3.39
2026-01-05,ST010,SKU0008,13.38,364.74,0.0,364.74,143.25,197.27,167.47,4.02,3.41
2026-01-12,ST010,SKU0008,11.55,314.95,0.0,314.95,123.69,207.91,107.04,4.24,2.18
2026-01-19,ST010,SKU0008,11.88,323.93,0.0,323.93,127.22,193.75,130.19,3.95,2.65
2026-01-26,ST010,SKU0008,15.11,411.98,0.0,411.98,161.8,251.95,160.02,5.13,3.26
2026-02-02,ST010,SKU0008,11.82,322.28,0.0,322.28,126.57,171.99,150.28,3.5,3.06
2026-02-09,ST010,SKU0008,15.92,434.06,0.0,434.06,170.47,231.1,202.96,4.71,4.13
2026-02-16,ST010,SKU0008,12.14,330.97,0.0,330.97,129.99,199.61,131.37,4.07,2.68
2026-02-23,ST010,SKU0008,12.66,345.2,0.0,345.2,135.57,211.66,133.54,4.31,2.72
2026-03-02,ST010,SKU0008,10.71,292.07,0.0,292.07,114.71,167.63,124.44,3.42,2.54
2026-03-09,ST010,SKU0008,14.06,383.34,0.0,383.34,150.55,237.1,146.24,4.83,2.98
2026-03-16,ST010,SKU0008,12.11,330.16,0.0,330.16,129.67,176.1,154.06,3.59,3.14
2026-03-23,ST010,SKU0008,13.33,363.6,0.0,363.6,142.8,188.65,174.95,3.84,3.56
2026-03-30,ST010,SKU0008,15.0,409.14,0.0,409.14,160.69,242.35,166.79,4.94,3.4
2026-04-06,ST010,SKU0008,11.91,324.87,0.0,324.87,127.59,172.74,152.12,3.52,3.1
2026-04-13,ST010,SKU0008,12.01,327.58,0.0,327.58,128.65,165.88,161.7,3.38,3.29
2026-04-20,ST010,SKU0008,13.77,375.56,0.0,375.56,147.5,204.43,171.13,4.16,3.49
2026-04-27,ST010,SKU0008,13.62,371.51,0.0,371.51,145.91,227.12,144.39,4.63,2.94
2026-05-04,ST010,SKU0008,14.51,395.6,0.0,395.6,155.37,236.2,159.41,4.81,3.25
2026-05-11,ST010,SKU0008,14.76,402.38,0.0,402.38,158.03,263.06,139.32,5.36,2.84
2026-05-18,ST010,SKU0008,13.4,365.49,0.0,365.49,143.54,219.44,146.05,4.47,2.98
2026-05-25,ST010,SKU0008,12.13,330.79,0.0,330.79,129.92,177.0,153.79,3.61,3.13
2026-06-01,ST010,SKU0008,15.0,409.05,0.0,409.05,160.65,251.47,157.59,5.12,3.21
2026-06-08,ST010,SKU0008,14.07,383.73,0.0,383.73,150.71,212.94,170.79,4.34,3.48
2026-06-15,ST010,SKU0008,15.53,423.59,0.0,423.59,166.36,242.73,180.86,4.95,3.68
2026-06-22,ST010,SKU0008,11.75,320.4,0.0,320.4,125.83,178.07,142.33,3.63,2.9
2024-07-01,ST011,SKU0008,15.45,421.35,0.0,421.35,165.48,191.07,230.28,3.89,4.69
2024-07-08,ST011,SKU0008,11.83,322.56,0.0,322.56,126.68,210.93,111.62,4.3,2.27
2024-07-15,ST011,SKU0008,14.47,394.54,0.0,394.54,154.95,186.37,208.17,3.8,4.24
2024-07-22,ST011,SKU0008,11.31,308.5,0.0,308.5,121.16,131.23,177.27,2.67,3.61
2024-07-29,ST011,SKU0008,13.15,358.64,0.0,358.64,140.85,195.61,163.03,3.99,3.32
2024-08-05,ST011,SKU0008,15.37,419.12,0.0,419.12,164.61,173.65,245.47,3.54,5.0
2024-08-12,ST011,SKU0008,10.93,298.13,0.0,298.13,117.09,149.97,148.16,3.06,3.02
2024-08-19,ST011,SKU0008,17.35,473.1,0.0,473.1,185.81,261.77,211.33,5.33,4.31
2024-08-26,ST011,SKU0008,13.58,370.37,0.0,370.37,145.46,165.84,204.53,3.38,4.17
2024-09-02,ST011,SKU0008,9.69,264.32,0.0,264.32,103.81,135.06,129.26,2.75,2.63
2024-09-09,ST011,SKU0008,12.84,350.28,0.0,350.28,137.57,173.61,176.67,3.54,3.6
2024-09-16,ST011,SKU0008,12.41,338.33,0.0,338.33,132.87,159.56,178.77,3.25,3.64
2024-09-23,ST011,SKU0008,11.47,312.92,0.0,312.92,122.9,181.02,131.9,3.69,2.69
2024-09-30,ST011,SKU0008,11.62,316.8,0.0,316.8,124.42,156.88,159.91,3.2,3.26
2024-10-07,ST011,SKU0008,12.94,352.85,0.0,352.85,138.58,192.07,160.78,3.91,3.28
2024-10-14,ST011,SKU0008,11.67,318.27,0.0,318.27,125.0,177.57,140.7,3.62,2.87
2024-10-21,ST011,SKU0008,12.1,329.85,0.0,329.85,129.55,165.23,164.62,3.37,3.35
2024-10-28,ST011,SKU0008,15.56,424.41,0.0,424.41,166.68,195.47,228.94,3.98,4.66
