trading_year,trading_period,period_start,chain_code,chain_name,department,opening_stock_cost,planned_sales_cost,planned_markdown_cost,planned_receipts_cost,committed_receipts_cost,otb_value,planned_closing_stock_cost
TY2,P12,2026-05-04,MER,Meridian Fashion,Accessories,26812.75,27472.94,2409.18,25951.23,12710.75,13240.48,22881.86
TY2,P13,2026-06-01,MER,Meridian Fashion,Accessories,22881.86,27153.68,1580.02,29417.58,23394.76,6022.82,23565.74
TY1,P01,2024-07-01,URB,Urban Basics,Menswear,80689.03,32446.61,2396.77,35553.05,23339.52,12213.53,81398.7
TY1,P02,2024-07-29,URB,Urban Basics,Menswear,81398.7,32080.68,2702.43,35814.65,27188.47,8626.18,82430.24
TY1,P03,2024-08-26,URB,Urban Basics,Menswear,82430.24,31976.01,1351.43,34722.75,14250.67,20472.08,83825.55
TY1,P04,2024-09-23,URB,Urban Basics,Menswear,83825.55,32585.18,1714.92,35186.39,28128.25,7058.14,84711.84
TY1,P05,2024-10-21,URB,Urban Basics,Menswear,84711.84,32627.88,1603.59,34330.58,22707.8,11622.78,84810.95
TY1,P06,2024-11-18,URB,Urban Basics,Menswear,84810.95,32397.12,2141.66,36733.32,22423.42,14309.9,87005.49
TY1,P07,2024-12-16,URB,Urban Basics,Menswear,87005.49,32691.48,1720.63,32643.32,14983.25,17660.07,85236.7
TY1,P08,2025-01-13,URB,Urban Basics,Menswear,85236.7,32801.51,2331.33,32305.2,26803.76,5501.44,82409.06
TY1,P09,2025-02-10,URB,Urban Basics,Menswear,82409.06,32479.39,1167.16,35349.79,28154.91,7194.88,84112.3
TY1,P10,2025-03-10,URB,Urban Basics,Menswear,84112.3,32254.15,1358.72,30526.67,19381.55,11145.12,81026.1
TY1,P11,2025-04-07,URB,Urban Basics,Menswear,81026.1,32065.5,1461.11,29221.07,18019.79,11201.28,76720.56
TY1,P12,2025-05-05,URB,Urban Basics,Menswear,76720.56,32297.75,2233.43,33068.91,14874.77,18194.14,75258.29
TY1,P13,2025-06-02,URB,Urban Basics,Menswear,75258.29,32293.77,1539.97,35238.99,27998.08,7240.91,76663.54
TY2,P01,2025-06-30,URB,Urban Basics,Menswear,76663.54,32366.61,2883.03,37078.92,30732.85,6346.07,78492.82
TY2,P02,2025-07-28,URB,Urban Basics,Menswear,78492.82,32012.74,1225.05,31248.17,20273.94,10974.23,76503.2
TY2,P03,2025-08-25,URB,Urban Basics,Menswear,76503.2,31211.88,2520.29,32903.22,21191.78,11711.44,75674.25
TY2,P04,2025-09-22,URB,Urban Basics,Menswear,75674.25,31084.41,1404.87,29221.77,22891.46,6330.31,72406.74
TY2,P05,2025-10-20,URB,Urban Basics,Menswear,72406.74,30874.27,2288.02,30071.79,17052.62,13019.17,69316.24
TY2,P06,2025-11-17,URB,Urban Basics,Menswear,69316.24,30994.59,2343.22,33879.82,16704.99,17174.83,69858.25
TY2,P07,2025-12-15,URB,Urban Basics,Menswear,69858.25,30801.74,1147.04,34622.1,15413.0,19209.1,72531.57
TY2,P08,2026-01-12,URB,Urban Basics,Menswear,72531.57,30823.27,2490.17,29124.08,17069.79,12054.29,68342.21
TY2,P09,2026-02-09,URB,Urban Basics,Menswear,68342.21,30994.52,1385.94,33398.5,26154.39,7244.11,69360.25
TY2,P10,2026-03-09,URB,Urban Basics,Menswear,69360.25,31439.7,1944.58,30248.19,15431.37,14816.82,66224.16
TY2,P11,2026-04-06,URB,Urban Basics,Menswear,66224.16,31339.75,2707.79,35163.11,26365.7,8797.41,67339.73
TY2,P12,2026-05-04,URB,Urban Basics,Menswear,67339.73,31287.67,1859.63,32302.53,20720.64,11581.89,66494.96
TY2,P13,2026-06-01,URB,Urban Basics,Menswear,66494.96,31215.0,1183.21,29074.15,24088.29,4985.86,63170.9
TY1,P01,2024-07-01,URB,Urban Basics,Womenswear,108357.2,36804.99,2328.47,35035.75,18006.03,17029.72,104259.49
TY1,P02,2024-07-29,URB,Urban Basics,Womenswear,104259.49,37151.06,1379.69,41951.43,22850.52,19100.91,107680.17
TY1,P03,2024-08-26,URB,Urban Basics,Womenswear,107680.17,37333.39,2161.63,37337.6,23871.75,13465.85,105522.75
TY1,P04,2024-09-23,URB,Urban Basics,Womenswear,105522.75,37458.77,3345.68,41376.09,30358.74,11017.35,106094.39
TY1,P05,2024-10-21,URB,Urban Basics,Womenswear,106094.39,36813.18,1442.07,41605.02,23033.55,18571.47,109444.16
TY1,P06,2024-11-18,URB,Urban Basics,Womenswear,109444.16,36551.03,1847.44,40155.48,27314.52,12840.96,111201.17
TY1,P07,2024-12-16,URB,Urban Basics,Womenswear,111201.17,36550.33,2836.97,34832.05,28412.59,6419.46,106645.92
TY1,P08,2025-01-13,URB,Urban Basics,Womenswear,106645.92,36183.97,2472.84,32586.46,27601.25,4985.21,100575.57
TY1,P09,2025-02-10,URB,Urban Basics,Womenswear,100575.57,36091.4,1217.14,36617.09,16772.95,19844.14,99884.12
TY1,P10,2025-03-10,URB,Urban Basics,Womenswear,99884.12,35989.33,2445.01,35925.7,29273.47,6652.23,97375.48
TY1,P11,2025-04-07,URB,Urban Basics,Womenswear,97375.48,35629.55,2621.29,36173.79,25212.34,10961.45,95298.43
TY1,P12,2025-05-05,URB,Urban Basics,Womenswear,95298.43,35124.73,2050.13,39954.92,22143.86,17811.06,98078.49
TY1,P13,2025-06-02,URB,Urban Basics,Womenswear,98078.49,35205.34,2488.51,39130.8,16361.14,22769.66,99515.44
TY2,P01,2025-06-30,URB,Urban Basics,Womenswear,99515.44,34710.96,2900.08,37744.86,31943.98,5800.88,99649.26
TY2,P02,2025-07-28,URB,Urban Basics,Womenswear,99649.26,34605.92,2408.56,33762.23,27900.8,5861.43,96397.01
TY2,P03,2025-08-25,URB,Urban Basics,Womenswear,96397.01,35226.87,2617.73,35254.52,23014.8,12239.72,93806.93
TY2,P04,2025-09-22,URB,Urban Basics,Womenswear,93806.93,35497.0,2148.85,39997.01,23545.66,16451.35,96158.09
TY2,P05,2025-10-20,URB,Urban Basics,Womenswear,96158.09,35475.96,1793.02,35548.3,21258.68,14289.62,94437.41
TY2,P06,2025-11-17,URB,Urban Basics,Womenswear,94437.41,35477.02,1259.56,37849.46,26304.73,11544.73,95550.29
TY2,P07,2025-12-15,URB,Urban Basics,Womenswear,95550.29,35745.31,1114.75,35088.91,17158.98,17929.93,93779.14
TY2,P08,2026-01-12,URB,Urban Basics,Womenswear,93779.14,35566.32,2903.56,34203.07,23960.35,10242.72,89512.33
TY2,P09,2026-02-09,URB,Urban Basics,Womenswear,89512.33,35584.88,1655.02,33259.89,17547.4,15712.49,85532.32
TY2,P10,2026-03-09,URB,Urban Basics,Womenswear,85532.32,35705.82,3021.41,33943.05,21857.14,12085.91,80748.14
TY2,P11,2026-04-06,URB,Urban Basics,Womenswear,80748.14,34953.16,3047.05,36788.73,18938.77,17849.96,79536.66
TY2,P12,2026-05-04,URB,Urban Basics,Womenswear,79536.66,34951.54,1720.65,39985.68,23185.87,16799.81,82850.15
TY2,P13,2026-06-01,URB,Urban Basics,Womenswear,82850.15,34776.66,1091.77,34777.19,27606.08,7171.11,81758.91
TY1,P01,2024-07-01,URB,Urban Basics,Kidswear,103770.39,42802.33,3477.22,41969.99,27072.61,14897.38,99460.83
TY1,P02,2024-07-29,URB,Urban Basics,Kidswear,99460.83,43101.33,2927.97,42391.36,21615.03,20776.33,95822.89
TY1,P03,2024-08-26,URB,Urban Basics,Kidswear,95822.89,42869.59,3662.45,47620.86,40010.67,7610.19,96911.71
TY1,P04,2024-09-23,URB,Urban Basics,Kidswear,96911.71,42337.26,3212.55,46175.03,28456.44,17718.59,97536.93
TY1,P05,2024-10-21,URB,Urban Basics,Kidswear,97536.93,41754.14,1854.45,44309.69,23492.73,20816.96,98238.03
TY1,P06,2024-11-18,URB,Urban Basics,Kidswear,98238.03,41803.55,2723.82,41907.87,20890.46,21017.41,95618.53
TY1,P07,2024-12-16,URB,Urban Basics,Kidswear,95618.53,41612.73,3397.02,39196.07,15810.84,23385.23,89804.85
TY1,P08,2025-01-13,URB,Urban Basics,Kidswear,89804.85,41166.66,3204.85,45686.49,21118.49,24568.0,91119.83
TY1,P09,2025-02-10,URB,Urban Basics,Kidswear,91119.83,41085.61,1517.79,40983.54,34810.36,6173.18,89499.97
TY1,P10,2025-03-10,URB,Urban Basics,Kidswear,89499.97,40710.55,1597.39,40942.6,27793.92,13148.68,88134.63
TY1,P11,2025-04-07,URB,Urban Basics,Kidswear,88134.63,40471.74,3595.88,37129.19,17157.36,19971.83,81196.2
TY1,P12,2025-05-05,URB,Urban Basics,Kidswear,81196.2,40646.82,1879.42,45573.71,31835.7,13738.01,84243.67
TY1,P13,2025-06-02,URB,Urban Basics,Kidswear,84243.67,40078.54,3204.35,37837.71,22345.93,15491.78,78798.49
TY2,P01,2025-06-30,URB,Urban Basics,Kidswear,78798.49,39839.63,2392.21,42689.79,29614.29,13075.5,79256.44
TY2,P02,2025-07-28,URB,Urban Basics,Kidswear,79256.44,39578.26,3560.67,40730.58,18037.11,22693.47,76848.09
TY2,P03,2025-08-25,URB,Urban Basics,Kidswear,76848.09,39774.0,3523.97,38961.88,23671.06,15290.82,72512.0
TY2,P04,2025-09-22,URB,Urban Basics,Kidswear,72512.0,40018.25,1324.01,42742.14,23892.94,18849.2,73911.88
TY2,P05,2025-10-20,URB,Urban Basics,Kidswear,73911.88,40298.67,3220.96,44542.43,26168.66,18373.77,74934.68
TY2,P06,2025-11-17,URB,Urban Basics,Kidswear,74934.68,40637.27,3044.92,44715.11,27771.03,16944.08,75967.6
TY2,P07,2025-12-15,URB,Urban Basics,Kidswear,75967.6,40539.56,1566.23,45394.87,20120.95,25273.92,79256.68
TY2,P08,2026-01-12,URB,Urban Basics,Kidswear,79256.68,40393.1,2505.6,37035.61,15694.33,21341.28,73393.59
TY2,P09,2026-02-09,URB,Urban Basics,Kidswear,73393.59,40394.36,2269.31,44177.53,18363.59,25813.94,74907.45
TY2,P10,2026-03-09,URB,Urban Basics,Kidswear,74907.45,40285.23,3198.15,37948.7,17687.46,20261.24,69372.77
TY2,P11,2026-04-06,URB,Urban Basics,Kidswear,69372.77,39440.27,3131.06,40810.25,31368.39,9441.86,67611.69
TY2,P12,2026-05-04,URB,Urban Basics,Kidswear,67611.69,39985.22,2145.96,43361.95,22368.41,20993.54,68842.46
TY2,P13,2026-06-01,URB,Urban Basics,Kidswear,68842.46,40000.1,2410.03,43502.77,26497.79,17004.98,69935.1
TY1,P01,2024-07-01,URB,Urban Basics,School Uniforms,70028.06,31384.29,2356.63,29178.84,12800.53,16378.31,65465.98
TY1,P02,2024-07-29,URB,Urban Basics,School Uniforms,65465.98,31263.7,1266.83,34570.68,20027.76,14542.92,67506.13
TY1,P03,2024-08-26,URB,Urban Basics,School Uniforms,67506.13,31564.66,1206.8,33565.38,20203.95,13361.43,68300.05
TY1,P04,2024-09-23,URB,Urban Basics,School Uniforms,68300.05,31599.58,2607.12,36146.73,28656.64,7490.09,70240.08
TY1,P05,2024-10-21,URB,Urban Basics,School Uniforms,70240.08,31151.6,1347.24,33145.88,17570.22,15575.66,70887.12
TY1,P06,2024-11-18,URB,Urban Basics,School Uniforms,70887.12,30682.04,1963.2,31839.59,24607.1,7232.49,70081.47
TY1,P07,2024-12-16,URB,Urban Basics,School Uniforms,70081.47,31234.85,986.85,28497.58,19113.36,9384.22,66357.35
TY1,P08,2025-01-13,URB,Urban Basics,School Uniforms,66357.35,30638.85,1397.47,30781.75,22811.11,7970.64,65102.78
TY1,P09,2025-02-10,URB,Urban Basics,School Uniforms,65102.78,30148.56,1919.66,30038.29,15674.39,14363.9,63072.85
TY1,P10,2025-03-10,URB,Urban Basics,School Uniforms,63072.85,30274.43,1479.96,31516.4,22203.1,9313.3,62834.86
TY1,P11,2025-04-07,URB,Urban Basics,School Uniforms,62834.86,30466.02,915.93,29036.23,23302.45,5733.78,60489.14
TY1,P12,2025-05-05,URB,Urban Basics,School Uniforms,60489.14,30577.33,1232.81,34325.07,20989.1,13335.97,63004.07
TY1,P13,2025-06-02,URB,Urban Basics,School Uniforms,63004.07,30885.4,2660.24,28256.18,14038.52,14217.66,57714.61
TY2,P01,2025-06-30,URB,Urban Basics,School Uniforms,57714.61,31490.91,1314.09,33691.55,16722.52,16969.03,58601.16
TY2,P02,2025-07-28,URB,Urban Basics,School Uniforms,58601.16,31157.64,1321.68,31334.72,15017.55,16317.17,57456.56
TY2,P03,2025-08-25,URB,Urban Basics,School Uniforms,57456.56,31125.74,2540.39,30506.32,17154.97,13351.35,54296.75
TY2,P04,2025-09-22,URB,Urban Basics,School Uniforms,54296.75,30851.99,1587.09,29809.25,20112.85,9696.4,51666.92
TY2,P05,2025-10-20,URB,Urban Basics,School Uniforms,51666.92,30701.1,2557.46,34766.44,15468.42,19298.02,53174.8
TY2,P06,2025-11-17,URB,Urban Basics,School Uniforms,53174.8,30278.03,1117.85,31940.06,14529.09,17410.97,53718.98
TY2,P07,2025-12-15,URB,Urban Basics,School Uniforms,53718.98,30679.2,2308.8,33899.05,21584.45,12314.6,54630.03
TY2,P08,2026-01-12,URB,Urban Basics,School Uniforms,54630.03,30919.28,1009.53,30929.06,16880.2,14048.86,53630.28
TY2,P09,2026-02-09,URB,Urban Basics,School Uniforms,53630.28,30740.99,1986.23,33862.67,16140.76,17721.91,54765.73
TY2,P10,2026-03-09,URB,Urban Basics,School Uniforms,54765.73,30395.84,1821.27,31107.65,26033.93,5073.72,53656.27
TY2,P11,2026-04-06,URB,Urban Basics,School Uniforms,53656.27,30422.13,1638.28,31827.27,14564.91,17262.36,53423.13
TY2,P12,2026-05-04,URB,Urban Basics,School Uniforms,53423.13,30595.7,1272.55,28326.14,22371.0,5955.14,49881.02
TY2,P13,2026-06-01,URB,Urban Basics,School Uniforms,49881.02,30289.35,1560.52,30355.0,18036.44,12318.56,48386.15
TY1,P01,2024-07-01,URB,Urban Basics,Sportswear,127290.21,42705.51,2284.3,41950.29,25294.81,16655.48,124250.69
TY1,P02,2024-07-29,URB,Urban Basics,Sportswear,124250.69,43353.27,2501.88,46157.72,29978.5,16179.22,124553.26
TY1,P03,2024-08-26,URB,Urban Basics,Sportswear,124553.26,43080.8,2186.09,42850.24,18965.0,23885.24,122136.61
TY1,P04,2024-09-23,URB,Urban Basics,Sportswear,122136.61,42873.05,3146.32,42756.19,21230.27,21525.92,118873.43
TY1,P05,2024-10-21,URB,Urban Basics,Sportswear,118873.43,42681.34,3215.29,41159.99,31777.79,9382.2,114136.79
TY1,P06,2024-11-18,URB,Urban Basics,Sportswear,114136.79,42963.93,2828.9,45852.69,19425.91,26426.78,114196.65
TY1,P07,2024-12-16,URB,Urban Basics,Sportswear,114196.65,43586.62,2334.02,49295.38,32561.56,16733.82,117571.39
TY1,P08,2025-01-13,URB,Urban Basics,Sportswear,117571.39,43596.8,1408.72,46653.14,30473.86,16179.28,119219.01
TY1,P09,2025-02-10,URB,Urban Basics,Sportswear,119219.01,43501.75,3245.56,48419.03,30183.84,18235.19,120890.73
TY1,P10,2025-03-10,URB,Urban Basics,Sportswear,120890.73,43847.95,1329.84,48086.4,26390.89,21695.51,123799.34
TY1,P11,2025-04-07,URB,Urban Basics,Sportswear,123799.34,43837.76,2296.38,45646.92,23811.89,21835.03,123312.12
TY1,P12,2025-05-05,URB,Urban Basics,Sportswear,123312.12,43645.29,3338.62,44699.22,28670.95,16028.27,121027.43
TY1,P13,2025-06-02,URB,Urban Basics,Sportswear,121027.43,44014.31,3865.11,49028.0,23750.35,25277.65,122176.01
TY2,P01,2025-06-30,URB,Urban Basics,Sportswear,122176.01,43589.41,3604.36,43311.13,19295.01,24016.12,118293.37
TY2,P02,2025-07-28,URB,Urban Basics,Sportswear,118293.37,43857.17,2583.44,45659.62,38443.8,7215.82,117512.38
TY2,P03,2025-08-25,URB,Urban Basics,Sportswear,117512.38,43420.17,2409.77,43094.35,25336.4,17757.95,114776.79
TY2,P04,2025-09-22,URB,Urban Basics,Sportswear,114776.79,42907.81,3333.29,47603.18,25133.47,22469.71,116138.87
TY2,P05,2025-10-20,URB,Urban Basics,Sportswear,116138.87,43150.44,3558.19,39093.98,24793.63,14300.35,108524.22
TY2,P06,2025-11-17,URB,Urban Basics,Sportswear,108524.22,42509.63,3035.51,39995.1,28026.52,11968.58,102974.18
TY2,P07,2025-12-15,URB,Urban Basics,Sportswear,102974.18,42500.17,2852.73,38676.16,23506.49,15169.67,96297.44
TY2,P08,2026-01-12,URB,Urban Basics,Sportswear,96297.44,42624.67,1826.88,39850.06,19319.84,20530.22,91695.95
TY2,P09,2026-02-09,URB,Urban Basics,Sportswear,91695.95,41824.18,1497.67,47546.98,27684.1,19862.88,95921.08
TY2,P10,2026-03-09,URB,Urban Basics,Sportswear,95921.08,41996.49,3715.22,38644.49,26790.34,11854.15,88853.86
TY2,P11,2026-04-06,URB,Urban Basics,Sportswear,88853.86,43134.9,2935.51,43447.91,25807.38,17640.53,86231.36
TY2,P12,2026-05-04,URB,Urban Basics,Sportswear,86231.36,43324.26,2689.4,49752.96,41365.53,8387.43,89970.66
TY2,P13,2026-06-01,URB,Urban Basics,Sportswear,89970.66,43465.87,3144.66,42398.4,34187.74,8210.66,85758.53
TY1,P01,2024-07-01,URB,Urban Basics,Footwear,49998.42,16810.15,622.82,15380.55,11929.44,3451.11,47946.0
TY1,P02,2024-07-29,URB,Urban Basics,Footwear,47946.0,16888.52,1048.67,19066.06,12494.97,6571.09,49074.87
TY1,P03,2024-08-26,URB,Urban Basics,Footwear,49074.87,16845.63,955.16,15426.88,12895.92,2530.96,46700.96
TY1,P04,2024-09-23,URB,Urban Basics,Footwear,46700.96,16990.84,702.77,16506.8,13766.14,2740.66,45514.15
TY1,P05,2024-10-21,URB,Urban Basics,Footwear,45514.15,17216.58,1412.42,18541.58,14342.07,4199.51,45426.73
TY1,P06,2024-11-18,URB,Urban Basics,Footwear,45426.73,17359.33,1397.93,19717.52,9013.29,10704.23,46386.99
TY1,P07,2024-12-16,URB,Urban Basics,Footwear,46386.99,17422.61,1093.1,18047.63,14519.58,3528.05,45918.91
TY1,P08,2025-01-13,URB,Urban Basics,Footwear,45918.91,17679.35,1278.05,18045.92,10924.67,7121.25,45007.43
TY1,P09,2025-02-10,URB,Urban Basics,Footwear,45007.43,17650.24,912.45,17612.76,7756.46,9856.3,44057.5
TY1,P10,2025-03-10,URB,Urban Basics,Footwear,44057.5,17458.46,1340.67,17659.55,14459.78,3199.77,42917.92
TY1,P11,2025-04-07,URB,Urban Basics,Footwear,42917.92,17716.39,568.88,16642.44,8198.38,8444.06,41275.09
TY1,P12,2025-05-05,URB,Urban Basics,Footwear,41275.09,18046.33,778.2,18568.57,15249.99,3318.58,41019.13
TY1,P13,2025-06-02,URB,Urban Basics,Footwear,41019.13,17791.91,786.08,16231.19,7614.39,8616.8,38672.33
TY2,P01,2025-06-30,URB,Urban Basics,Footwear,38672.33,17704.43,738.41,18450.54,14956.04,3494.5,38680.03
TY2,P02,2025-07-28,URB,Urban Basics,Footwear,38680.03,17819.82,1203.9,16937.15,12876.68,4060.47,36593.46
TY2,P03,2025-08-25,URB,Urban Basics,Footwear,36593.46,18217.15,1491.04,20716.74,11530.01,9186.73,37602.01
TY2,P04,2025-09-22,URB,Urban Basics,Footwear,37602.01,18061.91,786.7,18232.78,15052.29,3180.49,36986.18
TY2,P05,2025-10-20,URB,Urban Basics,Footwear,36986.18,18066.98,1377.54,18701.48,9019.05,9682.43,36243.14
TY2,P06,2025-11-17,URB,Urban Basics,Footwear,36243.14,18320.13,1267.6,19569.81,11656.6,7913.21,36225.22
TY2,P07,2025-12-15,URB,Urban Basics,Footwear,36225.22,18488.88,1355.5,17420.56,14311.01,3109.55,33801.4
TY2,P08,2026-01-12,URB,Urban Basics,Footwear,33801.4,18317.12,667.45,18764.28,11892.75,6871.53,33581.11
TY2,P09,2026-02-09,URB,Urban Basics,Footwear,33581.11,18301.84,1028.56,21023.39,13009.83,8013.56,35274.1
TY2,P10,2026-03-09,URB,Urban Basics,Footwear,35274.1,18506.97,1023.55,16965.46,11313.09,5652.37,32709.04
TY2,P11,2026-04-06,URB,Urban Basics,Footwear,32709.04,18773.23,1281.4,17134.48,14420.79,2713.69,29788.89
TY2,P12,2026-05-04,URB,Urban Basics,Footwear,29788.89,19057.92,1597.16,19417.93,8294.35,11123.58,28551.74
TY2,P13,2026-06-01,URB,Urban Basics,Footwear,28551.74,19155.09,1319.61,20983.24,12436.27,8546.97,29060.28
TY1,P01,2024-07-01,URB,Urban Basics,Home & Textiles,124837.64,43746.81,2224.98,46618.02,32741.44,13876.58,125483.87
TY1,P02,2024-07-29,URB,Urban Basics,Home & Textiles,125483.87,43429.82,2269.41,43702.14,33452.04,10250.1,123486.78
TY1,P03,2024-08-26,URB,Urban Basics,Home & Textiles,123486.78,43447.3,3223.55,44095.85,21914.44,22181.41,120911.78
TY1,P04,2024-09-23,URB,Urban Basics,Home & Textiles,120911.78,42679.32,1616.24,40530.24,27644.51,12885.73,117146.46
TY1,P05,2024-10-21,URB,Urban Basics,Home & Textiles,117146.46,41714.59,3490.73,40385.84,18166.6,22219.24,112326.98
TY1,P06,2024-11-18,URB,Urban Basics,Home & Textiles,112326.98,41106.75,1614.07,39027.44,20727.41,18300.03,108633.6
TY1,P07,2024-12-16,URB,Urban Basics,Home & Textiles,108633.6,41338.31,3429.82,45064.4,32386.47,12677.93,108929.87
TY1,P08,2025-01-13,URB,Urban Basics,Home & Textiles,108929.87,41003.68,2110.09,41807.4,19496.53,22310.87,107623.5
TY1,P09,2025-02-10,URB,Urban Basics,Home & Textiles,107623.5,41076.97,1992.23,38276.3,24788.03,13488.27,102830.6
TY1,P10,2025-03-10,URB,Urban Basics,Home & Textiles,102830.6,40636.75,1389.61,41460.89,31178.38,10282.51,102265.13
TY1,P11,2025-04-07,URB,Urban Basics,Home & Textiles,102265.13,40169.39,3169.54,40653.84,31272.99,9380.85,99580.04
TY1,P12,2025-05-05,URB,Urban Basics,Home & Textiles,99580.04,39918.49,2061.74,37686.6,23002.7,14683.9,95286.41
TY1,P13,2025-06-02,URB,Urban Basics,Home & Textiles,95286.41,40117.57,1783.45,43645.72,23622.42,20023.3,97031.11
TY2,P01,2025-06-30,URB,Urban Basics,Home & Textiles,97031.11,40170.67,1520.6,40560.54,21754.0,18806.54,95900.38
TY2,P02,2025-07-28,URB,Urban Basics,Home & Textiles,95900.38,39368.27,1738.5,42942.47,35148.48,7793.99,97736.08
TY2,P03,2025-08-25,URB,Urban Basics,Home & Textiles,97736.08,39884.8,2735.3,44543.07,37838.15,6704.92,99659.05
TY2,P04,2025-09-22,URB,Urban Basics,Home & Textiles,99659.05,38788.09,3234.41,43720.08,33059.08,10661.0,101356.63
TY2,P05,2025-10-20,URB,Urban Basics,Home & Textiles,101356.63,39206.57,1367.1,35440.83,21786.91,13653.92,96223.79
TY2,P06,2025-11-17,URB,Urban Basics,Home & Textiles,96223.79,39448.58,2147.65,41107.07,26656.83,14450.24,95734.63
TY2,P07,2025-12-15,URB,Urban Basics,Home & Textiles,95734.63,38989.08,1423.86,37285.04,28219.27,9065.77,92606.73
TY2,P08,2026-01-12,URB,Urban Basics,Home & Textiles,92606.73,38331.19,3437.9,42863.01,34309.89,8553.12,93700.65
TY2,P09,2026-02-09,URB,Urban Basics,Home & Textiles,93700.65,38653.15,2091.12,37378.42,25149.5,12228.92,90334.8
TY2,P10,2026-03-09,URB,Urban Basics,Home & Textiles,90334.8,38561.67,1954.25,40075.23,21373.52,18701.71,89894.11
TY2,P11,2026-04-06,URB,Urban Basics,Home & Textiles,89894.11,38714.19,1614.81,35403.6,29285.22,6118.38,84968.71
TY2,P12,2026-05-04,URB,Urban Basics,Home & Textiles,84968.71,38572.7,3087.64,41285.61,20079.86,21205.75,84593.98
TY2,P13,2026-06-01,URB,Urban Basics,Home & Textiles,84593.98,38870.3,3059.84,37555.63,30456.8,7098.83,80219.47
TY1,P01,2024-07-01,URB,Urban Basics,Accessories,57041.87,21058.19,928.99,20406.48,17019.69,3386.79,55461.17
TY1,P02,2024-07-29,URB,Urban Basics,Accessories,55461.17,21092.32,1176.9,21263.78,10926.73,10337.05,54455.73
TY1,P03,2024-08-26,URB,Urban Basics,Accessories,54455.73,21045.93,1606.04,20931.85,16239.07,4692.78,52735.61
TY1,P04,2024-09-23,URB,Urban Basics,Accessories,52735.61,20780.25,628.78,21669.48,18361.31,3308.17,52996.06
TY1,P05,2024-10-21,URB,Urban Basics,Accessories,52996.06,20852.09,885.79,21471.99,16414.76,5057.23,52730.17
TY1,P06,2024-11-18,URB,Urban Basics,Accessories,52730.17,20705.48,1112.18,22502.07,12763.05,9739.02,53414.58
TY1,P07,2024-12-16,URB,Urban Basics,Accessories,53414.58,20900.69,872.18,20953.2,12901.67,8051.53,52594.91
TY1,P08,2025-01-13,URB,Urban Basics,Accessories,52594.91,20605.99,1412.23,22101.99,18617.48,3484.51,52678.68
TY1,P09,2025-02-10,URB,Urban Basics,Accessories,52678.68,20699.24,1121.92,23407.46,11952.88,11454.58,54264.98
TY1,P10,2025-03-10,URB,Urban Basics,Accessories,54264.98,20478.26,1541.49,18931.07,11561.28,7369.79,51176.3
TY1,P11,2025-04-07,URB,Urban Basics,Accessories,51176.3,20187.11,830.14,20509.24,10874.89,9634.35,50668.29
TY1,P12,2025-05-05,URB,Urban Basics,Accessories,50668.29,20226.53,1708.26,22262.94,11570.36,10692.58,50996.44
TY1,P13,2025-06-02,URB,Urban Basics,Accessories,50996.44,20175.48,913.62,18839.05,15536.74,3302.31,48746.39
TY2,P01,2025-06-30,URB,Urban Basics,Accessories,48746.39,20282.84,881.93,22547.78,13069.55,9478.23,50129.4
TY2,P02,2025-07-28,URB,Urban Basics,Accessories,50129.4,20128.65,799.44,21332.6,16048.67,5283.93,50533.91
TY2,P03,2025-08-25,URB,Urban Basics,Accessories,50533.91,20365.26,1731.94,22661.43,17716.06,4945.37,51098.14
TY2,P04,2025-09-22,URB,Urban Basics,Accessories,51098.14,20689.16,683.41,23106.81,12422.45,10684.36,52832.38
TY2,P05,2025-10-20,URB,Urban Basics,Accessories,52832.38,20517.28,1551.07,19123.61,14369.05,4754.56,49887.64
TY2,P06,2025-11-17,URB,Urban Basics,Accessories,49887.64,20739.8,1528.58,20953.54,16647.7,4305.84,48572.8
TY2,P07,2025-12-15,URB,Urban Basics,Accessories,48572.8,20697.53,1545.82,22873.39,16862.46,6010.93,49202.84
TY2,P08,2026-01-12,URB,Urban Basics,Accessories,49202.84,20602.15,763.73,19769.51,12381.52,7387.99,47606.47
TY2,P09,2026-02-09,URB,Urban Basics,Accessories,47606.47,20577.6,1336.69,20552.4,15498.59,5053.81,46244.58
TY2,P10,2026-03-09,URB,Urban Basics,Accessories,46244.58,20473.35,917.28,22195.79,15649.97,6545.82,47049.74
TY2,P11,2026-04-06,URB,Urban Basics,Accessories,47049.74,20424.94,843.79,22443.09,18678.98,3764.11,48224.1
TY2,P12,2026-05-04,URB,Urban Basics,Accessories,48224.1,20578.49,1750.65,23583.9,13169.79,10414.11,49478.86
TY2,P13,2026-06-01,URB,Urban Basics,Accessories,49478.86,20557.37,1201.29,23572.26,10423.97,13148.29,51292.46
TY1,P01,2024-07-01,TNY,TinyThreads,Menswear,96494.09,33651.49,2600.17,33506.65,28178.77,5327.88,93749.08
TY1,P02,2024-07-29,TNY,TinyThreads,Menswear,93749.08,33696.96,1620.12,36815.56,20306.93,16508.63,95247.56
TY1,P03,2024-08-26,TNY,TinyThreads,Menswear,95247.56,34030.06,2365.39,37684.85,15488.58,22196.27,96536.96
TY1,P04,2024-09-23,TNY,TinyThreads,Menswear,96536.96,33519.38,2437.36,34889.68,21737.05,13152.63,95469.9
