work_order_id,plant_id,plant_name,department,date_key,planned_units,actual_units_produced,good_units,defect_units,scrap_units,available_hours,downtime_hours,labor_hours,material_cost,labor_cost,overhead_cost,manufacturing_cost_total,on_time_completion_flag
WO00189,SUP01,Plant A,Womenswear,2026-02-09,1573,1079,1054,25,12,40.0,8.3,34.8,5159.16,335.8,989.09,6484.05,True
WO00190,SUP01,Plant A,Womenswear,2026-02-16,1370,1188,1182,6,3,40.0,2.1,36.4,8090.97,340.25,1517.62,9948.84,True
WO00191,SUP01,Plant A,Womenswear,2026-02-23,1490,1280,1272,8,4,40.0,2.0,38.4,7663.12,315.68,1436.18,9414.98,True
WO00192,SUP01,Plant A,Womenswear,2026-03-02,1556,1278,1233,45,14,40.0,4.0,37.8,6738.69,433.43,1290.98,8463.1,True
WO00193,SUP01,Plant A,Womenswear,2026-03-09,1563,1433,1406,27,10,40.0,1.0,36.9,6565.36,436.68,1260.37,8262.41,True
WO00194,SUP01,Plant A,Womenswear,2026-03-16,1483,1381,1315,66,31,40.0,0.0,41.1,7049.46,474.8,1354.37,8878.63,True
WO00195,SUP01,Plant A,Womenswear,2026-03-23,1391,1119,1105,14,9,40.0,4.8,38.2,6150.57,331.44,1166.76,7648.77,True
WO00196,SUP01,Plant A,Womenswear,2026-03-30,1308,1139,1085,54,17,40.0,0.7,36.4,7952.23,375.68,1499.02,9826.93,True
WO00197,SUP01,Plant A,Womenswear,2026-04-06,1481,1247,1220,27,15,40.0,3.3,36.3,6906.12,358.3,1307.6,8572.02,True
WO00198,SUP01,Plant A,Womenswear,2026-04-13,1534,1252,1199,53,33,40.0,3.7,35.0,8210.8,399.9,1549.93,10160.63,False
WO00199,SUP01,Plant A,Womenswear,2026-04-20,1524,1377,1356,21,13,40.0,2.5,35.9,8546.35,328.82,1597.53,10472.7,True
WO00200,SUP01,Plant A,Womenswear,2026-04-27,1478,1025,999,26,15,40.0,8.0,33.1,6711.46,274.61,1257.49,8243.56,True
WO00201,SUP01,Plant A,Womenswear,2026-05-04,1410,1320,1302,18,10,40.0,1.1,36.9,9225.81,375.76,1728.28,11329.85,True
WO00202,SUP01,Plant A,Womenswear,2026-05-11,1431,1155,1123,32,15,40.0,6.9,33.3,7283.42,364.64,1376.65,9024.71,False
WO00203,SUP01,Plant A,Womenswear,2026-05-18,1445,1258,1217,41,19,40.0,0.0,43.7,7361.48,381.22,1393.69,9136.39,True
WO00204,SUP01,Plant A,Womenswear,2026-05-25,1310,1116,1093,23,13,40.0,3.5,33.1,6930.3,285.23,1298.8,8514.33,True
WO00205,SUP01,Plant A,Womenswear,2026-06-01,1333,1148,1124,24,11,40.0,3.4,38.5,5960.46,447.49,1153.43,7561.38,True
WO00206,SUP01,Plant A,Womenswear,2026-06-08,1521,1081,1080,1,0,40.0,5.4,32.9,5716.99,339.85,1090.23,7147.07,True
WO00207,SUP01,Plant A,Womenswear,2026-06-15,1596,1285,1285,0,0,40.0,4.5,33.4,7820.03,378.47,1475.73,9674.23,True
WO00208,SUP01,Plant A,Womenswear,2026-06-22,1420,1038,1015,23,14,40.0,6.6,31.8,5670.13,324.01,1078.95,7073.09,True
WO00209,SUP02,Plant B,Kidswear,2024-07-01,2342,1915,1834,81,35,40.0,3.9,34.8,9348.41,304.67,1737.55,11390.63,True
WO00210,SUP02,Plant B,Kidswear,2024-07-08,2312,2130,2106,24,7,40.0,0.0,38.5,10716.04,409.0,2002.51,13127.55,True
WO00211,SUP02,Plant B,Kidswear,2024-07-15,2113,1662,1624,38,24,40.0,4.5,33.1,10503.34,323.68,1948.86,12775.88,True
WO00212,SUP02,Plant B,Kidswear,2024-07-22,2117,1703,1658,45,16,40.0,5.5,37.2,10470.86,319.93,1942.34,12733.13,True
WO00213,SUP02,Plant B,Kidswear,2024-07-29,2423,1966,1942,24,11,40.0,2.3,36.2,11661.72,341.68,2160.61,14164.01,True
WO00214,SUP02,Plant B,Kidswear,2024-08-05,2103,1587,1546,41,19,40.0,6.3,34.6,10047.63,384.29,1877.75,12309.67,True
WO00215,SUP02,Plant B,Kidswear,2024-08-12,2450,1858,1837,21,8,40.0,5.5,31.3,9607.29,307.35,1784.64,11699.28,True
WO00216,SUP02,Plant B,Kidswear,2024-08-19,2171,1871,1801,70,47,40.0,1.3,34.9,13611.31,412.09,2524.21,16547.61,False
WO00217,SUP02,Plant B,Kidswear,2024-08-26,2476,2182,2148,34,17,40.0,2.6,34.3,15381.72,358.62,2833.26,18573.6,True
WO00218,SUP02,Plant B,Kidswear,2024-09-02,2296,1787,1774,13,4,40.0,5.6,36.0,12592.87,356.04,2330.8,15279.71,True
WO00219,SUP02,Plant B,Kidswear,2024-09-09,2242,1834,1770,64,23,40.0,2.3,35.6,10805.5,419.02,2020.41,13244.93,True
WO00220,SUP02,Plant B,Kidswear,2024-09-16,2191,1674,1656,18,7,40.0,6.7,34.1,12186.74,307.98,2249.05,14743.77,True
WO00221,SUP02,Plant B,Kidswear,2024-09-23,2593,2004,1972,32,13,40.0,2.7,34.1,11875.54,375.61,2205.21,14456.36,True
WO00222,SUP02,Plant B,Kidswear,2024-09-30,2254,1982,1957,25,11,40.0,2.2,41.2,12788.62,348.7,2364.72,15502.04,True
WO00223,SUP02,Plant B,Kidswear,2024-10-07,2334,1962,1931,31,9,40.0,3.0,35.5,9651.79,346.63,1799.72,11798.14,True
WO00224,SUP02,Plant B,Kidswear,2024-10-14,2351,2018,1927,91,40,40.0,2.9,38.2,9738.87,307.71,1808.38,11854.96,True
WO00225,SUP02,Plant B,Kidswear,2024-10-21,2317,1868,1821,47,24,40.0,3.8,36.8,8528.34,370.23,1601.74,10500.31,True
WO00226,SUP02,Plant B,Kidswear,2024-10-28,2299,2117,2051,66,20,40.0,0.8,40.0,14377.67,365.57,2653.78,17397.02,True
WO00227,SUP02,Plant B,Kidswear,2024-11-04,2408,2261,2217,44,21,40.0,2.4,37.9,11169.86,354.18,2074.33,13598.37,True
WO00228,SUP02,Plant B,Kidswear,2024-11-11,2088,1979,1915,64,31,40.0,1.3,42.4,11724.84,361.4,2175.52,14261.76,False
WO00229,SUP02,Plant B,Kidswear,2024-11-18,2571,2136,2100,36,16,40.0,3.8,39.3,12831.46,467.06,2393.73,15692.25,True
WO00230,SUP02,Plant B,Kidswear,2024-11-25,2342,1941,1880,61,39,40.0,0.8,38.3,11824.9,456.0,2210.56,14491.46,True
WO00231,SUP02,Plant B,Kidswear,2024-12-02,2236,1929,1864,65,37,40.0,2.7,34.9,12585.64,315.98,2322.29,15223.91,True
WO00232,SUP02,Plant B,Kidswear,2024-12-09,2261,1628,1615,13,8,40.0,7.3,33.1,8370.35,383.97,1575.78,10330.1,True
WO00233,SUP02,Plant B,Kidswear,2024-12-16,2100,1999,1881,118,70,40.0,1.1,36.1,13834.74,424.09,2566.59,16825.42,True
WO00234,SUP02,Plant B,Kidswear,2024-12-23,2449,2007,1916,91,33,40.0,1.3,38.8,12242.2,338.01,2264.44,14844.65,True
WO00235,SUP02,Plant B,Kidswear,2024-12-30,2087,1682,1647,35,12,40.0,4.6,33.6,8951.13,273.21,1660.38,10884.72,True
WO00236,SUP02,Plant B,Kidswear,2025-01-06,2180,1838,1838,0,0,40.0,3.4,33.6,8409.98,295.96,1567.07,10273.01,True
WO00237,SUP02,Plant B,Kidswear,2025-01-13,2595,2074,2034,40,17,40.0,5.1,36.9,14091.32,419.81,2612.0,17123.13,True
WO00238,SUP02,Plant B,Kidswear,2025-01-20,2305,2007,1936,71,47,40.0,3.7,33.4,15017.99,370.08,2769.85,18157.92,False
WO00239,SUP02,Plant B,Kidswear,2025-01-27,2421,1916,1880,36,19,40.0,5.0,37.5,9184.63,341.39,1714.68,11240.7,True
WO00240,SUP02,Plant B,Kidswear,2025-02-03,2102,1694,1642,52,24,40.0,5.3,37.3,8996.87,431.75,1697.15,11125.77,True
WO00241,SUP02,Plant B,Kidswear,2025-02-10,2250,1801,1755,46,23,40.0,3.6,33.9,10005.98,347.92,1863.7,12217.6,True
WO00242,SUP02,Plant B,Kidswear,2025-02-17,2508,2276,2230,46,31,40.0,3.7,38.8,11212.29,392.11,2088.79,13693.19,True
WO00243,SUP02,Plant B,Kidswear,2025-02-24,2505,1947,1907,40,13,40.0,6.0,34.4,12973.1,283.3,2386.15,15642.55,True
WO00244,SUP02,Plant B,Kidswear,2025-03-03,2504,2158,2106,52,29,40.0,2.8,34.4,15777.47,398.31,2911.64,19087.42,True
WO00245,SUP02,Plant B,Kidswear,2025-03-10,2248,2043,2011,32,11,40.0,1.9,35.1,15321.06,344.73,2819.84,18485.63,True
WO00246,SUP02,Plant B,Kidswear,2025-03-17,2330,2019,1901,118,79,40.0,4.7,38.4,10991.74,361.75,2043.63,13397.12,True
WO00247,SUP02,Plant B,Kidswear,2025-03-24,2296,2093,2040,53,30,40.0,1.1,35.6,9661.82,377.89,1807.15,11846.86,True
WO00248,SUP02,Plant B,Kidswear,2025-03-31,2420,2105,2097,8,5,40.0,0.0,37.1,11494.32,351.46,2132.24,13978.02,True
WO00249,SUP02,Plant B,Kidswear,2025-04-07,2234,1864,1817,47,21,40.0,1.6,36.0,9852.52,378.28,1841.54,12072.34,True
WO00250,SUP02,Plant B,Kidswear,2025-04-14,2259,1933,1883,50,26,40.0,2.4,41.1,11725.46,478.37,2196.69,14400.52,True
WO00251,SUP02,Plant B,Kidswear,2025-04-21,2110,1891,1822,69,33,40.0,2.6,34.3,11697.78,291.76,2158.12,14147.66,True
WO00252,SUP02,Plant B,Kidswear,2025-04-28,2343,1872,1824,48,26,40.0,2.2,39.7,13155.23,455.61,2449.95,16060.79,False
WO00253,SUP02,Plant B,Kidswear,2025-05-05,2369,2093,2034,59,27,40.0,4.7,33.1,11547.23,357.98,2142.94,14048.15,True
WO00254,SUP02,Plant B,Kidswear,2025-05-12,2128,1781,1756,25,10,40.0,3.4,40.0,11798.33,417.68,2198.88,14414.89,True
WO00255,SUP02,Plant B,Kidswear,2025-05-19,2235,1773,1745,28,8,40.0,2.3,39.5,13025.56,435.53,2423.0,15884.09,True
WO00256,SUP02,Plant B,Kidswear,2025-05-26,2332,1728,1678,50,23,40.0,5.6,35.1,12431.85,420.5,2313.42,15165.77,False
WO00257,SUP02,Plant B,Kidswear,2025-06-02,2280,1984,1916,68,25,40.0,3.1,38.8,11881.91,453.07,2220.3,14555.28,False
WO00258,SUP02,Plant B,Kidswear,2025-06-09,2114,1797,1750,47,32,40.0,4.8,33.2,9154.55,341.78,1709.34,11205.67,True
WO00259,SUP02,Plant B,Kidswear,2025-06-16,2381,2117,2058,59,27,40.0,3.5,37.9,15040.67,359.23,2771.98,18171.88,True
WO00260,SUP02,Plant B,Kidswear,2025-06-23,2115,1839,1767,72,29,40.0,4.4,37.2,8641.82,425.95,1632.2,10699.97,True
WO00261,SUP02,Plant B,Kidswear,2025-06-30,2126,1766,1741,25,9,40.0,2.9,37.5,10205.24,419.33,1912.42,12536.99,True
WO00262,SUP02,Plant B,Kidswear,2025-07-07,2340,1851,1787,64,20,40.0,6.1,33.8,13251.32,360.34,2450.1,16061.76,True
WO00263,SUP02,Plant B,Kidswear,2025-07-14,2216,1977,1934,43,20,40.0,4.3,34.5,10708.31,310.62,1983.41,13002.34,True
WO00264,SUP02,Plant B,Kidswear,2025-07-21,2157,2142,2085,57,32,40.0,0.0,42.8,11165.4,368.18,2076.04,13609.62,False
WO00265,SUP02,Plant B,Kidswear,2025-07-28,2104,1910,1844,66,39,40.0,3.7,33.2,11987.92,366.01,2223.71,14577.64,True
WO00266,SUP02,Plant B,Kidswear,2025-08-04,2085,1584,1548,36,13,40.0,5.1,32.3,9766.57,335.46,1818.37,11920.4,True
WO00267,SUP02,Plant B,Kidswear,2025-08-11,2471,1919,1919,0,0,40.0,3.9,34.6,10534.07,405.78,1969.17,12909.02,True
WO00268,SUP02,Plant B,Kidswear,2025-08-18,2586,2270,2145,125,42,40.0,2.8,35.2,13808.2,291.09,2537.87,16637.16,True
WO00269,SUP02,Plant B,Kidswear,2025-08-25,2144,1812,1733,79,52,40.0,3.0,38.6,8527.02,415.62,1609.68,10552.32,True
WO00270,SUP02,Plant B,Kidswear,2025-09-01,2473,2197,2183,14,6,40.0,3.0,38.5,16193.9,398.48,2986.63,19579.01,True
WO00271,SUP02,Plant B,Kidswear,2025-09-08,2307,1734,1676,58,22,40.0,3.4,36.9,10307.11,379.56,1923.6,12610.27,False
WO00272,SUP02,Plant B,Kidswear,2025-09-15,2290,2053,2013,40,23,40.0,2.2,38.9,14105.61,408.41,2612.52,17126.54,True
WO00273,SUP02,Plant B,Kidswear,2025-09-22,2395,2226,2180,46,29,40.0,0.2,41.2,10620.75,427.21,1988.63,13036.59,True
WO00274,SUP02,Plant B,Kidswear,2025-09-29,2461,2083,2050,33,14,40.0,5.7,33.9,14773.31,369.28,2725.67,17868.26,True
WO00275,SUP02,Plant B,Kidswear,2025-10-06,2271,1962,1887,75,33,40.0,2.6,40.7,11802.33,363.83,2189.91,14356.07,False
WO00276,SUP02,Plant B,Kidswear,2025-10-13,2255,2009,1965,44,27,40.0,1.5,35.5,12708.89,420.19,2363.23,15492.31,True
WO00277,SUP02,Plant B,Kidswear,2025-10-20,2106,1787,1731,56,29,40.0,3.2,34.6,12434.58,345.81,2300.47,15080.86,False
WO00278,SUP02,Plant B,Kidswear,2025-10-27,2435,2045,2008,37,11,40.0,5.0,38.0,14951.38,384.93,2760.54,18096.85,True
WO00279,SUP02,Plant B,Kidswear,2025-11-03,2320,1810,1807,3,1,40.0,2.3,40.2,8936.87,358.05,1673.09,10968.01,True
WO00280,SUP02,Plant B,Kidswear,2025-11-10,2191,2019,1953,66,36,40.0,2.6,40.5,10000.07,471.98,1884.97,12357.02,True
WO00281,SUP02,Plant B,Kidswear,2025-11-17,2511,1871,1820,51,29,40.0,3.6,32.9,13797.27,340.27,2544.76,16682.3,True
WO00282,SUP02,Plant B,Kidswear,2025-11-24,2276,1909,1859,50,23,40.0,3.3,35.5,10021.25,358.91,1868.43,12248.59,True
WO00283,SUP02,Plant B,Kidswear,2025-12-01,2584,2346,2309,37,19,40.0,2.1,37.9,15087.65,447.22,2796.28,18331.15,True
WO00284,SUP02,Plant B,Kidswear,2025-12-08,2440,2013,1939,74,23,40.0,4.6,36.2,13154.82,397.73,2439.46,15992.01,True
WO00285,SUP02,Plant B,Kidswear,2025-12-15,2394,1976,1887,89,50,40.0,2.9,40.8,8985.68,417.4,1692.55,11095.63,True
WO00286,SUP02,Plant B,Kidswear,2025-12-22,2509,1852,1811,41,26,40.0,4.6,32.7,13479.87,265.0,2474.08,16218.95,True
WO00287,SUP02,Plant B,Kidswear,2025-12-29,2119,1705,1670,35,15,40.0,4.9,32.8,9979.83,315.19,1853.1,12148.12,True
WO00288,SUP02,Plant B,Kidswear,2026-01-05,2544,2278,2245,33,11,40.0,3.2,36.2,16692.08,427.26,3081.48,20200.82,True
WO00289,SUP02,Plant B,Kidswear,2026-01-12,2427,1944,1907,37,13,40.0,5.1,35.7,10104.24,380.71,1887.29,12372.24,True
WO00290,SUP02,Plant B,Kidswear,2026-01-19,2541,1936,1879,57,23,40.0,2.6,37.3,9858.98,426.84,1851.45,12137.27,True
WO00291,SUP02,Plant B,Kidswear,2026-01-26,2549,2288,2185,103,69,40.0,3.6,36.9,13196.01,377.91,2443.31,16017.23,True
WO00292,SUP02,Plant B,Kidswear,2026-02-02,2230,1695,1623,72,47,40.0,8.0,32.8,10276.66,318.63,1907.15,12502.44,True
WO00293,SUP02,Plant B,Kidswear,2026-02-09,2188,1607,1549,58,35,40.0,6.2,34.3,11391.67,314.33,2107.08,13813.08,True
WO00294,SUP02,Plant B,Kidswear,2026-02-16,2459,2098,2067,31,21,40.0,4.1,35.3,14563.79,387.53,2691.24,17642.56,True
WO00295,SUP02,Plant B,Kidswear,2026-02-23,2562,1896,1825,71,27,40.0,4.1,38.4,10787.59,367.73,2007.96,13163.28,True
WO00296,SUP02,Plant B,Kidswear,2026-03-02,2335,2044,1973,71,37,40.0,1.5,38.2,12964.78,373.94,2400.97,15739.69,True
WO00297,SUP02,Plant B,Kidswear,2026-03-09,2325,2023,1950,73,45,40.0,2.1,39.7,11175.33,444.73,2091.61,13711.67,True
WO00298,SUP02,Plant B,Kidswear,2026-03-16,2159,1851,1775,76,30,40.0,2.4,38.9,9746.21,390.73,1824.65,11961.59,True
WO00299,SUP02,Plant B,Kidswear,2026-03-23,2278,2030,1950,80,25,40.0,3.5,35.7,14437.77,383.95,2667.91,17489.63,True
WO00300,SUP02,Plant B,Kidswear,2026-03-30,2281,1911,1831,80,52,40.0,1.6,36.4,9576.35,384.79,1793.01,11754.15,True
WO00301,SUP02,Plant B,Kidswear,2026-04-06,2208,2173,2141,32,16,40.0,0.0,43.9,9857.65,448.92,1855.18,12161.75,True
WO00302,SUP02,Plant B,Kidswear,2026-04-13,2499,2129,2085,44,26,40.0,1.5,40.7,10453.37,389.65,1951.74,12794.76,True
WO00303,SUP02,Plant B,Kidswear,2026-04-20,2081,1877,1798,79,32,40.0,2.2,37.5,9468.66,379.44,1772.66,11620.76,True
WO00304,SUP02,Plant B,Kidswear,2026-04-27,2379,2242,2153,89,53,40.0,0.0,38.9,15353.85,343.3,2825.49,18522.64,True
WO00305,SUP02,Plant B,Kidswear,2026-05-04,2338,2127,2123,4,2,40.0,3.0,33.9,15200.04,379.34,2804.29,18383.67,True
WO00306,SUP02,Plant B,Kidswear,2026-05-11,2443,2011,1952,59,39,40.0,4.5,32.7,10954.51,271.08,2020.61,13246.2,True
WO00307,SUP02,Plant B,Kidswear,2026-05-18,2311,2001,2001,0,0,40.0,3.1,39.1,14331.7,320.44,2637.39,17289.53,True
WO00308,SUP02,Plant B,Kidswear,2026-05-25,2264,1922,1872,50,17,40.0,3.2,34.0,9244.76,358.74,1728.63,11332.13,True
WO00309,SUP02,Plant B,Kidswear,2026-06-01,2192,1764,1728,36,24,40.0,3.9,35.3,12361.39,293.01,2277.79,14932.19,True
WO00310,SUP02,Plant B,Kidswear,2026-06-08,2593,1921,1874,47,20,40.0,7.0,34.2,13084.29,410.16,2429.0,15923.45,True
WO00311,SUP02,Plant B,Kidswear,2026-06-15,2111,1632,1626,6,2,40.0,4.8,36.8,8243.92,318.8,1541.29,10104.01,False
WO00312,SUP02,Plant B,Kidswear,2026-06-22,2534,2297,2251,46,24,40.0,1.4,36.9,14448.54,359.35,2665.42,17473.31,True
