date_key,store_id,product_id,stock_on_hand_units,stock_on_hand_cost,stock_on_hand_retail,stock_age_weeks,units_received
2025-06-30,ST010,SKU0006,58.08,593.58,1511.83,2,0
2025-07-07,ST010,SKU0006,48.57,496.34,1264.16,3,0
2025-07-14,ST010,SKU0006,38.2,390.41,994.37,4,0
2025-07-21,ST010,SKU0006,71.44,730.16,1859.68,1,44
2025-07-28,ST010,SKU0006,60.76,620.96,1581.57,2,0
2025-08-04,ST010,SKU0006,49.45,505.35,1287.12,3,0
2025-08-11,ST010,SKU0006,39.77,406.46,1035.25,4,0
2025-08-18,ST010,SKU0006,73.78,754.01,1920.43,1,44
2025-08-25,ST010,SKU0006,63.73,651.29,1658.81,2,0
2025-09-01,ST010,SKU0006,53.97,551.54,1404.77,3,0
2025-09-08,ST010,SKU0006,44.89,458.73,1168.37,4,0
2025-09-15,ST010,SKU0006,78.67,803.96,2047.65,1,44
2025-09-22,ST010,SKU0006,67.58,690.65,1759.06,2,0
2025-09-29,ST010,SKU0006,57.07,583.29,1485.62,3,0
2025-10-06,ST010,SKU0006,46.83,478.6,1218.98,4,0
2025-10-13,ST010,SKU0006,81.28,830.72,2115.81,1,44
2025-10-20,ST010,SKU0006,70.49,720.46,1834.98,2,0
2025-10-27,ST010,SKU0006,59.36,606.71,1545.26,3,0
2025-11-03,ST010,SKU0006,48.2,492.64,1254.73,4,0
2025-11-10,ST010,SKU0006,82.33,841.43,2143.11,1,44
2025-11-17,ST010,SKU0006,72.76,743.63,1894.0,2,0
2025-11-24,ST010,SKU0006,61.45,628.02,1599.55,3,0
2025-12-01,ST010,SKU0006,48.24,493.06,1255.8,4,0
2025-12-08,ST010,SKU0006,78.44,801.67,2041.83,1,44
2025-12-15,ST010,SKU0006,64.28,656.92,1673.14,2,0
2025-12-22,ST010,SKU0006,50.61,517.21,1317.33,3,0
2025-12-29,ST010,SKU0006,35.81,365.93,932.01,4,0
2026-01-05,ST010,SKU0006,71.27,728.41,1855.24,1,44
2026-01-12,ST010,SKU0006,60.6,619.35,1577.46,2,0
2026-01-19,ST010,SKU0006,47.97,490.27,1248.7,3,0
2026-01-26,ST010,SKU0006,38.75,395.98,1008.55,4,0
2026-02-02,ST010,SKU0006,73.09,746.97,1902.51,1,44
2026-02-09,ST010,SKU0006,62.75,641.32,1633.43,2,0
2026-02-16,ST010,SKU0006,54.48,556.81,1418.18,3,0
2026-02-23,ST010,SKU0006,44.55,455.3,1159.64,4,0
2026-03-02,ST010,SKU0006,78.82,805.5,2051.58,1,44
2026-03-09,ST010,SKU0006,68.82,703.35,1791.42,2,0
2026-03-16,ST010,SKU0006,59.15,604.5,1539.65,3,0
2026-03-23,ST010,SKU0006,48.92,499.93,1273.31,4,0
2026-03-30,ST010,SKU0006,83.41,852.46,2171.18,1,44
2026-04-06,ST010,SKU0006,73.33,749.43,1908.78,2,0
2026-04-13,ST010,SKU0006,63.0,643.82,1639.78,3,0
2026-04-20,ST010,SKU0006,51.64,527.72,1344.08,4,0
2026-04-27,ST010,SKU0006,83.99,858.41,2186.35,1,44
2026-05-04,ST010,SKU0006,75.38,770.36,1962.07,2,0
2026-05-11,ST010,SKU0006,63.92,653.21,1663.72,3,0
2026-05-18,ST010,SKU0006,54.84,560.47,1427.49,4,0
2026-05-25,ST010,SKU0006,88.75,907.02,2310.16,1,44
2026-06-01,ST010,SKU0006,80.41,821.84,2093.19,2,0
2026-06-08,ST010,SKU0006,72.59,741.84,1889.45,3,0
2026-06-15,ST010,SKU0006,59.87,611.88,1558.44,4,0
2026-06-22,ST010,SKU0006,93.75,958.12,2440.3,1,44
2024-07-01,ST011,SKU0006,34.14,348.91,888.65,1,0
2024-07-08,ST011,SKU0006,23.67,241.9,616.1,2,0
2024-07-15,ST011,SKU0006,13.78,140.85,358.74,3,0
2024-07-22,ST011,SKU0006,46.67,476.94,1214.75,1,44
2024-07-29,ST011,SKU0006,36.26,370.63,943.98,2,0
2024-08-05,ST011,SKU0006,25.36,259.23,660.24,3,0
2024-08-12,ST011,SKU0006,16.13,164.82,419.8,4,0
2024-08-19,ST011,SKU0006,51.66,527.94,1344.65,1,44
2024-08-26,ST011,SKU0006,40.4,412.88,1051.58,2,0
2024-09-02,ST011,SKU0006,29.88,305.34,777.69,3,0
2024-09-09,ST011,SKU0006,21.1,215.61,549.14,4,0
2024-09-16,ST011,SKU0006,56.3,575.38,1465.47,1,44
2024-09-23,ST011,SKU0006,46.04,470.54,1198.46,2,0
2024-09-30,ST011,SKU0006,35.24,360.16,917.32,3,0
2024-10-07,ST011,SKU0006,26.17,267.49,681.29,4,0
2024-10-14,ST011,SKU0006,58.24,595.24,1516.06,1,44
2024-10-21,ST011,SKU0006,47.28,483.23,1230.77,2,0
2024-10-28,ST011,SKU0006,35.93,367.22,935.3,3,0
2024-11-04,ST011,SKU0006,25.7,262.7,669.08,4,0
2024-11-11,ST011,SKU0006,59.58,608.87,1550.77,1,44
2024-11-18,ST011,SKU0006,50.89,520.08,1324.64,2,0
2024-11-25,ST011,SKU0006,41.64,425.58,1083.95,3,0
2024-12-02,ST011,SKU0006,28.17,287.87,733.21,4,0
2024-12-09,ST011,SKU0006,57.92,591.95,1507.67,1,44
2024-12-16,ST011,SKU0006,43.97,449.39,1144.58,2,0
2024-12-23,ST011,SKU0006,33.2,339.26,864.09,3,0
2024-12-30,ST011,SKU0006,21.03,214.97,547.53,4,0
2025-01-06,ST011,SKU0006,54.63,558.28,1421.92,1,44
2025-01-13,ST011,SKU0006,44.04,450.11,1146.41,2,0
2025-01-20,ST011,SKU0006,34.39,351.46,895.15,3,0
2025-01-27,ST011,SKU0006,23.54,240.57,612.73,4,0
2025-02-03,ST011,SKU0006,56.71,579.56,1476.12,1,44
2025-02-10,ST011,SKU0006,44.1,450.69,1147.89,2,0
2025-02-17,ST011,SKU0006,33.96,347.1,884.05,3,0
2025-02-24,ST011,SKU0006,24.35,248.88,633.89,4,0
2025-03-03,ST011,SKU0006,59.28,605.82,1543.01,1,44
2025-03-10,ST011,SKU0006,50.72,518.4,1320.34,2,0
2025-03-17,ST011,SKU0006,39.95,408.24,1039.78,3,0
2025-03-24,ST011,SKU0006,29.31,299.51,762.85,4,0
2025-03-31,ST011,SKU0006,64.63,660.49,1682.26,1,44
2025-04-07,ST011,SKU0006,53.84,550.26,1401.49,2,0
2025-04-14,ST011,SKU0006,43.55,445.09,1133.63,3,0
2025-04-21,ST011,SKU0006,33.78,345.22,879.27,4,0
2025-04-28,ST011,SKU0006,69.88,714.13,1818.86,1,44
2025-05-05,ST011,SKU0006,59.25,605.52,1542.24,2,0
2025-05-12,ST011,SKU0006,47.13,481.62,1226.68,3,0
2025-05-19,ST011,SKU0006,37.92,387.53,987.03,4,0
2025-05-26,ST011,SKU0006,71.63,732.02,1864.44,1,44
2025-06-02,ST011,SKU0006,60.9,622.43,1585.31,2,0
2025-06-09,ST011,SKU0006,53.45,546.22,1391.21,3,0
2025-06-16,ST011,SKU0006,44.42,453.94,1156.17,4,0
2025-06-23,ST011,SKU0006,80.02,817.83,2082.98,1,44
2025-06-30,ST011,SKU0006,67.91,694.02,1767.65,2,0
2025-07-07,ST011,SKU0006,60.5,618.31,1574.8,3,0
2025-07-14,ST011,SKU0006,50.73,518.49,1320.58,4,0
2025-07-21,ST011,SKU0006,84.31,861.64,2194.56,1,44
2025-07-28,ST011,SKU0006,75.11,767.63,1955.14,2,0
2025-08-04,ST011,SKU0006,67.53,690.11,1757.68,3,0
2025-08-11,ST011,SKU0006,57.71,589.81,1502.23,4,0
2025-08-18,ST011,SKU0006,92.53,945.67,2408.6,1,44
2025-08-25,ST011,SKU0006,81.98,837.8,2133.84,2,0
2025-09-01,ST011,SKU0006,71.0,725.58,1848.04,3,0
2025-09-08,ST011,SKU0006,62.31,636.81,1621.93,4,0
2025-09-15,ST011,SKU0006,97.02,991.54,2525.42,1,44
2025-09-22,ST011,SKU0006,87.67,896.03,2282.16,2,0
2025-09-29,ST011,SKU0006,76.71,784.01,1996.84,3,0
2025-10-06,ST011,SKU0006,66.56,680.19,1732.43,4,0
2025-10-13,ST011,SKU0006,57.83,591.0,1505.25,5,0
2025-10-20,ST011,SKU0006,46.48,475.01,1209.83,6,0
2025-10-27,ST011,SKU0006,37.28,381.04,970.49,7,0
2025-11-03,ST011,SKU0006,27.81,284.22,723.89,8,0
2025-11-10,ST011,SKU0006,62.85,642.31,1635.94,1,44
2025-11-17,ST011,SKU0006,52.6,537.58,1369.21,2,0
2025-11-24,ST011,SKU0006,42.95,438.94,1117.97,3,0
2025-12-01,ST011,SKU0006,27.12,277.14,705.86,4,0
2025-12-08,ST011,SKU0006,57.38,586.45,1493.66,1,44
2025-12-15,ST011,SKU0006,45.2,461.92,1176.49,2,0
2025-12-22,ST011,SKU0006,31.64,323.35,823.55,3,0
2025-12-29,ST011,SKU0006,15.54,158.84,404.55,4,0
2026-01-05,ST011,SKU0006,50.94,520.56,1325.85,1,44
2026-01-12,ST011,SKU0006,40.31,411.97,1049.26,2,0
2026-01-19,ST011,SKU0006,32.39,331.05,843.17,3,0
2026-01-26,ST011,SKU0006,20.76,212.22,540.51,4,0
2026-02-02,ST011,SKU0006,55.26,564.78,1438.48,1,44
2026-02-09,ST011,SKU0006,46.27,472.84,1204.32,2,0
2026-02-16,ST011,SKU0006,34.43,351.9,896.27,3,0
2026-02-23,ST011,SKU0006,24.47,250.05,636.88,4,0
2026-03-02,ST011,SKU0006,58.46,597.43,1521.64,1,44
2026-03-09,ST011,SKU0006,48.94,500.15,1273.85,2,0
2026-03-16,ST011,SKU0006,39.37,402.36,1024.8,3,0
2026-03-23,ST011,SKU0006,31.56,322.5,821.39,4,0
2026-03-30,ST011,SKU0006,64.95,663.77,1690.6,1,44
2026-04-06,ST011,SKU0006,56.55,577.91,1471.92,2,0
2026-04-13,ST011,SKU0006,45.39,463.85,1181.42,3,0
2026-04-20,ST011,SKU0006,36.6,374.0,952.57,4,0
2026-04-27,ST011,SKU0006,70.48,720.29,1834.55,1,44
2026-05-04,ST011,SKU0006,61.15,624.95,1591.73,2,0
2026-05-11,ST011,SKU0006,51.63,527.67,1343.95,3,0
2026-05-18,ST011,SKU0006,41.9,428.21,1090.65,4,0
2026-05-25,ST011,SKU0006,75.49,771.5,1964.98,1,44
2026-06-01,ST011,SKU0006,63.7,650.98,1658.02,2,0
2026-06-08,ST011,SKU0006,54.2,553.97,1410.95,3,0
2026-06-15,ST011,SKU0006,46.57,475.9,1212.1,4,0
2026-06-22,ST011,SKU0006,79.09,808.31,2058.74,1,44
2024-07-01,ST012,SKU0006,33.21,339.38,864.4,1,0
2024-07-08,ST012,SKU0006,24.46,249.95,636.62,2,0
2024-07-15,ST012,SKU0006,15.9,162.47,413.8,3,0
2024-07-22,ST012,SKU0006,49.43,505.19,1286.71,1,44
2024-07-29,ST012,SKU0006,39.18,400.46,1019.95,2,0
2024-08-05,ST012,SKU0006,27.05,276.45,704.11,3,0
2024-08-12,ST012,SKU0006,17.79,181.84,463.13,4,0
2024-08-19,ST012,SKU0006,52.79,539.52,1374.13,1,44
2024-08-26,ST012,SKU0006,42.71,436.52,1111.81,2,0
2024-09-02,ST012,SKU0006,34.85,356.16,907.13,3,0
2024-09-09,ST012,SKU0006,26.65,272.38,693.73,4,0
2024-09-16,ST012,SKU0006,62.03,633.94,1614.62,1,44
2024-09-23,ST012,SKU0006,52.8,539.61,1374.37,2,0
2024-09-30,ST012,SKU0006,42.85,437.96,1115.46,3,0
2024-10-07,ST012,SKU0006,32.15,328.59,836.91,4,0
2024-10-14,ST012,SKU0006,64.6,660.17,1681.42,1,44
2024-10-21,ST012,SKU0006,53.31,544.86,1387.75,2,0
2024-10-28,ST012,SKU0006,42.25,431.75,1099.65,3,0
2024-11-04,ST012,SKU0006,32.77,334.91,853.01,4,0
2024-11-11,ST012,SKU0006,67.74,692.29,1763.25,1,44
2024-11-18,ST012,SKU0006,57.3,585.59,1491.49,2,0
2024-11-25,ST012,SKU0006,46.78,478.1,1217.71,3,0
2024-12-02,ST012,SKU0006,35.0,357.68,911.0,4,0
2024-12-09,ST012,SKU0006,65.87,673.17,1714.55,1,44
2024-12-16,ST012,SKU0006,53.79,549.78,1400.27,2,0
2024-12-23,ST012,SKU0006,42.78,437.2,1113.53,3,0
2024-12-30,ST012,SKU0006,28.81,294.45,749.94,4,0
2025-01-06,ST012,SKU0006,61.77,631.28,1607.84,1,44
2025-01-13,ST012,SKU0006,49.77,508.7,1295.63,2,0
2025-01-20,ST012,SKU0006,39.96,408.41,1040.21,3,0
2025-01-27,ST012,SKU0006,32.0,327.01,832.89,4,0
2025-02-03,ST012,SKU0006,63.75,651.53,1659.42,1,44
2025-02-10,ST012,SKU0006,51.37,525.0,1337.17,2,0
2025-02-17,ST012,SKU0006,37.78,386.07,983.31,3,0
2025-02-24,ST012,SKU0006,24.95,254.95,649.35,4,0
2025-03-03,ST012,SKU0006,58.67,599.63,1527.24,1,44
2025-03-10,ST012,SKU0006,48.67,497.43,1266.94,2,0
2025-03-17,ST012,SKU0006,37.77,386.0,983.14,3,0
2025-03-24,ST012,SKU0006,29.42,300.7,765.87,4,0
2025-03-31,ST012,SKU0006,64.25,656.68,1672.53,1,44
2025-04-07,ST012,SKU0006,54.43,556.23,1416.69,2,0
2025-04-14,ST012,SKU0006,43.09,440.41,1121.72,3,0
2025-04-21,ST012,SKU0006,31.7,323.98,825.17,4,0
2025-04-28,ST012,SKU0006,65.81,672.55,1712.96,1,44
2025-05-05,ST012,SKU0006,57.36,586.19,1493.0,2,0
2025-05-12,ST012,SKU0006,46.34,473.57,1206.18,3,0
2025-05-19,ST012,SKU0006,37.96,387.96,988.11,4,0
2025-05-26,ST012,SKU0006,72.6,742.02,1889.9,1,44
2025-06-02,ST012,SKU0006,62.34,637.11,1622.7,2,0
2025-06-09,ST012,SKU0006,54.08,552.73,1407.78,3,0
2025-06-16,ST012,SKU0006,44.98,459.75,1170.96,4,0
2025-06-23,ST012,SKU0006,77.77,794.81,2024.35,1,44
2025-06-30,ST012,SKU0006,66.87,683.37,1740.52,2,0
2025-07-07,ST012,SKU0006,58.28,595.64,1517.07,3,0
2025-07-14,ST012,SKU0006,47.87,489.26,1246.13,4,0
2025-07-21,ST012,SKU0006,83.93,857.72,2184.58,1,44
2025-07-28,ST012,SKU0006,73.16,747.71,1904.4,2,0
2025-08-04,ST012,SKU0006,63.96,653.72,1664.99,3,0
2025-08-11,ST012,SKU0006,54.22,554.08,1411.22,4,0
2025-08-18,ST012,SKU0006,88.1,900.37,2293.21,1,44
2025-08-25,ST012,SKU0006,79.45,811.97,2068.05,2,0
2025-09-01,ST012,SKU0006,70.34,718.87,1830.94,3,0
2025-09-08,ST012,SKU0006,58.29,595.72,1517.29,4,0
2025-09-15,ST012,SKU0006,92.63,946.63,2411.04,1,44
2025-09-22,ST012,SKU0006,82.44,842.55,2145.95,2,0
2025-09-29,ST012,SKU0006,72.24,738.27,1880.36,3,0
2025-10-06,ST012,SKU0006,60.64,619.78,1578.56,4,0
2025-10-13,ST012,SKU0006,93.66,957.21,2437.98,1,44
2025-10-20,ST012,SKU0006,87.11,890.28,2267.52,2,0
2025-10-27,ST012,SKU0006,78.41,801.31,2040.9,3,0
2025-11-03,ST012,SKU0006,66.64,681.02,1734.54,4,0
2025-11-10,ST012,SKU0006,54.37,555.61,1415.12,5,0
2025-11-17,ST012,SKU0006,45.67,466.7,1188.67,6,0
2025-11-24,ST012,SKU0006,36.08,368.69,939.03,7,0
2025-12-01,ST012,SKU0006,22.76,232.58,592.37,8,0
2025-12-08,ST012,SKU0006,53.75,549.32,1399.11,1,44
2025-12-15,ST012,SKU0006,39.21,400.73,1020.65,2,0
2025-12-22,ST012,SKU0006,26.04,266.11,677.78,3,0
2025-12-29,ST012,SKU0006,13.38,136.79,348.41,4,0
2026-01-05,ST012,SKU0006,46.56,475.81,1211.87,1,44
2026-01-12,ST012,SKU0006,38.89,397.44,1012.26,2,0
2026-01-19,ST012,SKU0006,28.61,292.42,744.77,3,0
2026-01-26,ST012,SKU0006,17.99,183.9,468.39,4,0
2026-02-02,ST012,SKU0006,50.32,514.24,1309.76,1,44
2026-02-09,ST012,SKU0006,40.22,411.09,1047.04,2,0
2026-02-16,ST012,SKU0006,32.2,329.11,838.24,3,0
2026-02-23,ST012,SKU0006,22.04,225.23,573.65,4,0
2026-03-02,ST012,SKU0006,58.1,593.74,1512.24,1,44
2026-03-09,ST012,SKU0006,47.62,486.63,1239.44,2,0
2026-03-16,ST012,SKU0006,36.19,369.89,942.09,3,0
2026-03-23,ST012,SKU0006,26.27,268.43,683.69,4,0
2026-03-30,ST012,SKU0006,60.51,618.38,1575.0,1,44
2026-04-06,ST012,SKU0006,49.55,506.43,1289.87,2,0
2026-04-13,ST012,SKU0006,39.12,399.79,1018.26,3,0
2026-04-20,ST012,SKU0006,28.26,288.86,735.72,4,0
2026-04-27,ST012,SKU0006,59.47,607.78,1548.01,1,44
2026-05-04,ST012,SKU0006,50.02,511.24,1302.11,2,0
2026-05-11,ST012,SKU0006,39.46,403.29,1027.17,3,0
2026-05-18,ST012,SKU0006,27.67,282.76,720.17,4,0
2026-05-25,ST012,SKU0006,59.85,611.67,1557.91,1,44
2026-06-01,ST012,SKU0006,49.17,502.5,1279.86,2,0
2026-06-08,ST012,SKU0006,39.46,403.27,1027.11,3,0
2026-06-15,ST012,SKU0006,28.62,292.51,745.01,4,0
2026-06-22,ST012,SKU0006,61.76,631.15,1607.52,1,44
2024-07-01,ST013,SKU0006,32.92,336.46,856.96,1,0
2024-07-08,ST013,SKU0006,24.15,246.82,628.65,2,0
2024-07-15,ST013,SKU0006,11.92,121.83,310.3,3,0
2024-07-22,ST013,SKU0006,44.12,450.92,1148.48,1,44
2024-07-29,ST013,SKU0006,34.16,349.09,889.11,2,0
2024-08-05,ST013,SKU0006,22.5,229.97,585.73,3,0
2024-08-12,ST013,SKU0006,12.62,128.99,328.53,4,0
2024-08-19,ST013,SKU0006,44.64,456.22,1161.99,1,44
2024-08-26,ST013,SKU0006,34.48,352.43,897.64,2,0
2024-09-02,ST013,SKU0006,25.5,260.57,663.65,3,0
2024-09-09,ST013,SKU0006,12.92,132.09,336.42,4,0
2024-09-16,ST013,SKU0006,45.9,469.1,1194.77,1,44
2024-09-23,ST013,SKU0006,36.1,368.9,939.59,2,0
2024-09-30,ST013,SKU0006,23.99,245.21,624.54,3,0
2024-10-07,ST013,SKU0006,13.14,134.31,342.07,4,0
2024-10-14,ST013,SKU0006,47.49,485.33,1236.13,1,44
2024-10-21,ST013,SKU0006,35.37,361.45,920.59,2,0
2024-10-28,ST013,SKU0006,24.29,248.29,632.38,3,0
2024-11-04,ST013,SKU0006,13.83,141.32,359.95,4,0
2024-11-11,ST013,SKU0006,47.75,488.02,1242.98,1,44
2024-11-18,ST013,SKU0006,38.8,396.59,1010.09,2,0
2024-11-25,ST013,SKU0006,31.56,322.51,821.43,3,0
2024-12-02,ST013,SKU0006,16.79,171.59,437.03,4,0
2024-12-09,ST013,SKU0006,49.03,501.08,1276.24,1,44
2024-12-16,ST013,SKU0006,36.95,377.65,961.87,2,0
2024-12-23,ST013,SKU0006,23.64,241.6,615.34,3,0
2024-12-30,ST013,SKU0006,10.29,105.13,267.77,4,0
2025-01-06,ST013,SKU0006,45.2,461.92,1176.5,1,44
2025-01-13,ST013,SKU0006,34.26,350.14,891.79,2,0
2025-01-20,ST013,SKU0006,26.17,267.49,681.29,3,0
2025-01-27,ST013,SKU0006,15.26,155.98,397.26,4,0
2025-02-03,ST013,SKU0006,49.54,506.29,1289.5,1,44
2025-02-10,ST013,SKU0006,40.51,413.98,1054.39,2,0
2025-02-17,ST013,SKU0006,32.32,330.34,841.38,3,0
2025-02-24,ST013,SKU0006,22.05,225.33,573.91,4,0
2025-03-03,ST013,SKU0006,57.42,586.86,1494.7,1,44
2025-03-10,ST013,SKU0006,48.96,500.33,1274.34,2,0
2025-03-17,ST013,SKU0006,37.18,379.96,967.75,3,0
2025-03-24,ST013,SKU0006,28.82,294.51,750.12,4,0
2025-03-31,ST013,SKU0006,64.75,661.75,1685.46,1,44
2025-04-07,ST013,SKU0006,53.95,551.32,1404.2,2,0
2025-04-14,ST013,SKU0006,43.57,445.29,1134.14,3,0
2025-04-21,ST013,SKU0006,34.21,349.61,890.44,4,0
2025-04-28,ST013,SKU0006,69.33,708.59,1804.75,1,44
2025-05-05,ST013,SKU0006,60.17,614.95,1566.27,2,0
2025-05-12,ST013,SKU0006,50.78,518.95,1321.75,3,0
2025-05-19,ST013,SKU0006,40.12,410.07,1044.44,4,0
2025-05-26,ST013,SKU0006,73.82,754.44,1921.52,1,44
2025-06-02,ST013,SKU0006,64.23,656.42,1671.88,2,0
2025-06-09,ST013,SKU0006,54.65,558.54,1422.58,3,0
2025-06-16,ST013,SKU0006,43.79,447.51,1139.79,4,0
2025-06-23,ST013,SKU0006,78.76,804.92,2050.1,1,44
2025-06-30,ST013,SKU0006,70.61,721.65,1838.02,2,0
2025-07-07,ST013,SKU0006,58.99,602.92,1535.62,3,0
2025-07-14,ST013,SKU0006,49.4,504.89,1285.94,4,0
2025-07-21,ST013,SKU0006,81.0,827.78,2108.32,1,44
2025-07-28,ST013,SKU0006,71.57,731.46,1863.01,2,0
2025-08-04,ST013,SKU0006,61.56,629.15,1602.42,3,0
2025-08-11,ST013,SKU0006,52.62,537.81,1369.79,4,0
2025-08-18,ST013,SKU0006,86.3,881.97,2246.34,1,44
2025-08-25,ST013,SKU0006,76.69,783.79,1996.29,2,0
2025-09-01,ST013,SKU0006,66.95,684.21,1742.65,3,0
2025-09-08,ST013,SKU0006,56.81,580.58,1478.72,4,0
2025-09-15,ST013,SKU0006,91.36,933.68,2378.05,1,44
2025-09-22,ST013,SKU0006,81.07,828.56,2110.32,2,0
2025-09-29,ST013,SKU0006,71.89,734.76,1871.41,3,0
2025-10-06,ST013,SKU0006,61.67,630.3,1605.35,4,0
2025-10-13,ST013,SKU0006,97.72,998.72,2543.71,1,44
2025-10-20,ST013,SKU0006,89.36,913.27,2326.07,2,0
2025-10-27,ST013,SKU0006,80.44,822.12,2093.92,3,0
2025-11-03,ST013,SKU0006,71.88,734.57,1870.92,4,0
2025-11-10,ST013,SKU0006,63.22,646.15,1645.73,5,0
2025-11-17,ST013,SKU0006,52.65,538.08,1370.46,6,0
2025-11-24,ST013,SKU0006,43.01,439.58,1119.6,7,0
2025-12-01,ST013,SKU0006,30.25,309.2,787.51,8,0
2025-12-08,ST013,SKU0006,60.35,616.81,1571.0,1,44
2025-12-15,ST013,SKU0006,46.33,473.47,1205.91,2,0
2025-12-22,ST013,SKU0006,33.75,344.91,878.47,3,0
2025-12-29,ST013,SKU0006,18.57,189.75,483.29,4,0
2026-01-05,ST013,SKU0006,52.86,540.26,1376.03,1,44
2026-01-12,ST013,SKU0006,42.17,430.98,1097.68,2,0
2026-01-19,ST013,SKU0006,32.99,337.19,858.81,3,0
2026-01-26,ST013,SKU0006,22.74,232.45,592.04,4,0
2026-02-02,ST013,SKU0006,55.93,571.64,1455.94,1,44
2026-02-09,ST013,SKU0006,45.27,462.69,1178.46,2,0
2026-02-16,ST013,SKU0006,34.73,354.96,904.07,3,0
2026-02-23,ST013,SKU0006,25.61,261.73,666.62,4,0
2026-03-02,ST013,SKU0006,61.09,624.34,1590.17,1,44
2026-03-09,ST013,SKU0006,52.69,538.53,1371.63,2,0
2026-03-16,ST013,SKU0006,43.38,443.34,1129.17,3,0
2026-03-23,ST013,SKU0006,32.97,336.95,858.2,4,0
2026-03-30,ST013,SKU0006,67.0,684.79,1744.14,1,44
2026-04-06,ST013,SKU0006,58.58,598.68,1524.83,2,0
2026-04-13,ST013,SKU0006,47.55,485.93,1237.64,3,0
2026-04-20,ST013,SKU0006,37.37,381.87,972.62,4,0
2026-04-27,ST013,SKU0006,72.32,739.09,1882.44,1,44
2026-05-04,ST013,SKU0006,63.09,644.77,1642.22,2,0
2026-05-11,ST013,SKU0006,51.48,526.15,1340.08,3,0
2026-05-18,ST013,SKU0006,42.92,438.59,1117.08,4,0
2026-05-25,ST013,SKU0006,75.23,768.88,1958.32,1,44
2026-06-01,ST013,SKU0006,65.63,670.69,1708.22,2,0
2026-06-08,ST013,SKU0006,55.94,571.71,1456.11,3,0
2026-06-15,ST013,SKU0006,45.64,466.4,1187.91,4,0
2026-06-22,ST013,SKU0006,81.51,833.07,2121.81,1,44
2024-07-01,ST014,SKU0006,33.82,345.68,880.43,1,0
2024-07-08,ST014,SKU0006,23.04,235.45,599.67,2,0
2024-07-15,ST014,SKU0006,13.67,139.73,355.89,3,0
2024-07-22,ST014,SKU0006,47.8,488.56,1244.34,1,44
2024-07-29,ST014,SKU0006,35.36,361.41,920.5,2,0
2024-08-05,ST014,SKU0006,24.44,249.77,636.16,3,0
2024-08-12,ST014,SKU0006,15.6,159.48,406.18,4,0
2024-08-19,ST014,SKU0006,50.31,514.15,1309.52,1,44
2024-08-26,ST014,SKU0006,40.74,416.32,1060.35,2,0
2024-09-02,ST014,SKU0006,29.73,303.84,773.87,3,0
2024-09-09,ST014,SKU0006,20.9,213.59,543.99,4,0
2024-09-16,ST014,SKU0006,54.24,554.29,1411.75,1,44
2024-09-23,ST014,SKU0006,43.56,445.22,1133.96,2,0
2024-09-30,ST014,SKU0006,33.62,343.62,875.2,3,0
2024-10-07,ST014,SKU0006,22.57,230.69,587.57,4,0
2024-10-14,ST014,SKU0006,57.64,589.04,1500.27,1,44
2024-10-21,ST014,SKU0006,46.33,473.47,1205.91,2,0
2024-10-28,ST014,SKU0006,38.42,392.7,1000.19,3,0
2024-11-04,ST014,SKU0006,29.6,302.5,770.47,4,0
2024-11-11,ST014,SKU0006,65.67,671.17,1709.45,1,44
2024-11-18,ST014,SKU0006,56.67,579.21,1475.23,2,0
2024-11-25,ST014,SKU0006,45.98,469.91,1196.84,3,0
2024-12-02,ST014,SKU0006,32.0,327.03,832.93,4,0
2024-12-09,ST014,SKU0006,62.28,636.45,1621.02,1,44
2024-12-16,ST014,SKU0006,50.15,512.54,1305.43,2,0
2024-12-23,ST014,SKU0006,36.86,376.66,959.35,3,0
2024-12-30,ST014,SKU0006,21.57,220.45,561.49,4,0
2025-01-06,ST014,SKU0006,56.54,577.88,1471.84,1,44
2025-01-13,ST014,SKU0006,47.47,485.11,1235.56,2,0
2025-01-20,ST014,SKU0006,38.34,391.87,998.07,3,0
2025-01-27,ST014,SKU0006,28.24,288.63,735.13,4,0
2025-02-03,ST014,SKU0006,61.66,630.19,1605.06,1,44
2025-02-10,ST014,SKU0006,50.8,519.22,1322.43,2,0
2025-02-17,ST014,SKU0006,41.23,421.42,1073.34,3,0
2025-02-24,ST014,SKU0006,31.77,324.72,827.06,4,0
2025-03-03,ST014,SKU0006,66.53,679.91,1731.7,1,44
2025-03-10,ST014,SKU0006,56.03,572.6,1458.38,2,0
2025-03-17,ST014,SKU0006,47.87,489.2,1245.98,3,0
2025-03-24,ST014,SKU0006,38.15,389.88,993.0,4,0
2025-03-31,ST014,SKU0006,72.42,740.15,1885.15,1,44
2025-04-07,ST014,SKU0006,61.73,630.91,1606.9,2,0
2025-04-14,ST014,SKU0006,53.3,544.7,1387.33,3,0
2025-04-21,ST014,SKU0006,42.51,434.46,1106.55,4,0
2025-04-28,ST014,SKU0006,76.09,777.61,1980.55,1,44
2025-05-05,ST014,SKU0006,64.01,654.2,1666.24,2,0
2025-05-12,ST014,SKU0006,52.23,533.77,1359.5,3,0
2025-05-19,ST014,SKU0006,41.0,419.07,1067.35,4,0
2025-05-26,ST014,SKU0006,77.38,790.79,2014.12,1,44
2025-06-02,ST014,SKU0006,68.84,703.57,1791.97,2,0
